id,rle_mask
5e0d2e6c25,
3577258d6b,
ddcb1ad560,
78b2d05419,1452 1 1551 4 1651 6 1751 7 1851 9 1951 11 2051 13 2152 13 2252 15 2353 17 2454 18 2555 20 2656 22 2757 25 2857 28 2956 33 3055 39 3154 44 3253 49 3352 54 3452 59 3553 61 3653 65 3755 66 3856 68 3958 69 4060 69 4162 69 4264 68 4366 67 4468 67 4570 66 4672 65 4774 63 4876 62 4979 59 5081 57 5183 56 5285 54 5388 50 5490 48 5592 45 5694 42 5796 39 5898 37 6000 34 6102 31 6203 30 6304 28 6406 26 6507 24 6608 23 6709 21 6811 18 6913 16 7015 13 7117 10 7220 5 7322 1
9667824566,7071 2 7172 13 7273 23 7374 39 7475 50 7576 94 7677 2525
f0b5a05a6e,92 10 196 7 300 4 404 1
69013a70ab,77 25 178 25 276 28 377 28 481 25 582 25 683 25 784 25 888 22 989 22 1090 22 1191 22 1292 22 1393 22 1491 25 1592 25 1690 28 1791 28 1889 31 1990 31 2088 34 2189 34 2287 37 2388 37 2486 40 2587 40 2688 40 2786 43 2887 43 2985 46 3083 49 3178 55 3276 58 3374 61 3472 64 3573 64 3671 67 3769 70 3864 76 3962 79 4060 82 4158 85 4256 88 4354 91 4455 91 4553 94 4654 94 4752 97 4853 97 4951 5251
088a402727,
9fac28f3df,
8e48de3b3b,6658 9 6750 18 6841 28 6933 37 7025 46 7118 54 7214 59 7305 69 7396 79 7484 92 7578 2624
c9ffc53f25,1 5049 5051 99 5152 98 5253 97 5354 96 5455 96 5556 95 5657 95 5758 95 5859 95 5960 95 6061 95 6162 96 6263 96 6364 96 6465 96 6566 95 6667 95 6768 95 6869 94 6970 93 7071 93 7172 92 7273 91 7374 91 7475 90 7576 89 7677 89 7778 89 7879 88 7980 88 8081 87 8182 87 8283 87 8384 86 8485 86 8586 85 8687 85 8788 85 8889 84 8990 84 9091 84 9192 83 9293 83 9394 82 9495 82 9596 81 9697 81 9798 80 9899 80 10000 80 10101 79
5d0a9c5b0e,3 99 104 99 205 99 307 98 408 98 508 99 609 99 709 100 810 9392
9b31db4e58,
44ccc2d846,
f959f79b64,
84723e7793,
62df3565cd,57 45 155 48 252 52 350 55 447 59 545 62 642 66 740 69 837 73 934 77 1031 81 1128 85 1225 89 1321 94 1418 5350 6769 100 6871 99 6973 98 7076 96 7178 95 7280 94 7381 94 7483 93 7585 92 7687 91 7789 90 7891 89 7993 88 8095 87 8197 86 8299 85 8401 84 8503 83 8605 82 8707 81 8808 81 8910 80 9012 79 9115 77 9217 76 9319 75 9421 74 9523 73 9626 71 9728 70 9831 68 9933 67 10036 65 10138 64
ceb69201df,1 83 102 83 203 84 304 85 405 85 506 85 607 86 708 86 809 86 901 3 910 86 1001 5 1011 85 1100 8 1112 85 1200 10 1213 85 1300 12 1314 85 1400 8802
47bd268dcd,33 69 131 72 228 76 325 80 422 84 511 2 520 87 611 4 619 89 710 99 810 300 1112 98 1213 97 1314 96 1416 94 1517 93 1619 92 1721 90 1822 90 1924 88 2026 87 2127 86 2228 86 2330 84 2431 84 2532 84 2633 84 2735 82 2836 82 2937 82 3038 82 3139 81 3241 80 3342 80 3443 80 3544 80 3645 80 3746 80 3848 79 3949 78 4050 78 4151 78 4252 78 4353 78 4454 78 4555 78 4657 76 4758 76 4859 76 4960 76 5061 76 5163 75 5264 75 5365 75 5466 75 5567 75 5668 75 5769 75 5870 75 5971 75 6072 75 6172 76 6273 76 6374 76 6475 76 6575 77 6676 78 6777 78 6877 79 6978 79 7079 79 7179 80 7280 80 7381 80 7481 80 7582 80 7682 81 7783 80 7883 81 7984 80 8084 81 8185 80 8285 80 8386 80 8486 80 8586 80 8687 78 8788 77 8889 76 8990 74 9091 73 9192 71 9293 69 9394 67 9495 65 9596 63 9697 60 9798 58 9899 55 10000 53 10101 50
572cb220d2,9089 2 9185 7 9281 12 9378 16 9475 20 9573 23 9674 23 9791 7
ab767aef7f,
2615b5210d,
367c6fb412,
d58653f803,59 43 161 42 262 42 364 41 465 41 567 40 668 40 770 39 871 39 972 39 1073 39 1173 40 1273 41 1373 42 1473 43 1573 44 1674 44 1775 44 1876 44 1979 42 2082 40 2185 38 2287 37 2390 35 2492 34 2595 32 2698 30 2800 29 2903 27 3005 26 3107 25 3210 23 3312 22 3414 21 3515 21 3616 21 3717 21 3818 21 3919 21 4020 21 4121 21 4222 21 4322 22 4422 23 4521 25 4621 26 4720 28 4820 29 4920 30 5020 31 5121 31 5222 31 5323 31 5423 32 5524 32 5624 33 5725 33 5826 33 5926 34 6026 35 6125 37 6224 39 6322 42 6420 45 6519 47 6617 50 6716 52 6814 55 6912 58 7011 60 7109 63 7208 65 7308 66 7409 66 7509 67 7610 67 7711 67 7812 67 7912 68 8012 69 8111 71 8210 73 8308 76 8407 78 8507 79 8607 80 8707 81 8808 81 8908 82 9009 82 9109 83 9209 84 9309 85 9409 86 9508 88 9607 90 9706 92 9804 95 9901 99 10001 201
c2973c16f1,3132 7070
212f074587,74 28 173 30 273 31 372 33 472 34 571 36 671 37 771 38 871 39 970 41 1069 43 1169 44 1268 46 1368 47 1468 48 1568 49 1668 50 1768 51 1869 51 1969 52 2069 53 2170 53 2270 54 2370 55 2471 55 2572 55 2673 55 2774 55 2876 54 2978 53 3079 53 3181 52 3282 52 3384 51 3485 51 3587 50 3688 50 3790 49 3892 48 3993 48 4095 47 4197 46 4298 46 4399 46 4500 46 4601 46 4702 46 4803 46 4904 46 5005 46 5106 46 5207 46 5308 46 5409 46 5510 46 5610 47 5711 47 5811 48 5913 47 6014 47 6116 46 6217 46 6317 47 6418 47 6518 48 6619 48 6720 48 6821 48 6922 48 7022 49 7123 49 7225 48 7327 47 7429 46 7531 45 7633 44 7735 43 7837 42 7939 41 8040 41 8142 40 8244 39 8346 38 8449 36 8552 34 8655 32 8758 30 8861 28 8964 26 9067 24 9170 22 9272 21 9374 20 9476 19 9578 18 9680 17 9781 17 9883 16 9985 15 10086 15 10188 14
96523f824a,5455 4747
df5df272fb,
4210e9e5d3,
32599d97bb,
f7c147ac61,
9d98768f19,33 15 135 14 236 15 337 15 439 15 540 15 641 16 742 16 844 16 945 16 1047 15 1148 15 1250 15 1351 15 1453 14 1554 14 1656 13 1757 14 1859 13 1960 13 2061 13 2163 12 2264 12 2365 12 2466 12 2567 12 2669 10 2770 10 2872 9 2973 9 3075 7 3176 7 3278 6 3380 5 3481 5 3583 4 3685 3 3786 3 3888 2 3989 2 4091 1
6ab003835b,1 51 102 38 203 29 304 20 405 12 506 4
d35af24206,1 70 102 69 203 68 304 66 405 61 506 57 607 52 708 45 809 38 910 32 1011 26 1112 21 1213 16 1314 12 1415 8 1516 5 1617 1
53eb356632,1 3 102 3 203 2 304 2 405 2 506 2 607 1 708 1
a91bd88bc1,
7d0b2f2046,7264 9 7358 16 7459 16 7566 10
b1f0e104f5,1187 4 1287 9 1387 16 1487 25 1588 29 1688 30 1788 31 1888 32 1987 34 2086 36 2184 39 2282 42 2382 43 2483 43 2585 42 2686 42 2789 40 2891 39 2992 39 3094 38 3199 34 3306 28 3411 24 3513 23 3614 23 3717 21 3819 20 3920 20 4019 22 4117 25 4216 27 4314 30 4414 31 4513 33 4614 33 4713 35 4811 38 4910 40 5008 43 5107 45 5206 47 5306 48 5408 47 5509 47 5611 46 5711 47 5811 48 5911 49 6011 50 6110 52 6209 54 6310 54 6411 54 6512 54 6611 56 6710 58 6809 60 6908 62 7007 64 7105 67 7204 69 7303 71 7401 74 7499 77 7598 79 7695 83 7793 86 7891 89 7989 92 8089 93 8189 94 8289 95 8389 96 8488 98 8588 99 8688 1514
22a889c9fc,
d1f7d2876b,6374 3 6476 4 6577 6 6679 6 6780 8 6881 9 6983 9 7085 11 7186 13 7288 14 7390 14 7492 14 7593 16 7695 15 7797 15 7898 16 8000 15 8101 15 8203 14 8283 1 8304 15 8384 1 8406 15 8485 2 8507 16 8586 2 8608 17 8687 3 8709 17 8788 3 8810 17 8889 4 8911 17 8990 4 9013 16 9091 4 9115 15 9192 5 9217 15 9293 5 9319 14 9394 6 9422 13 9495 6 9523 15 9596 7 9625 15 9697 7 9726 15 9798 7 9827 16 9899 8 9929 15 10000 8 10030 16 10101 8 10132 15
b9afd7b728,1816 3 1913 7 2010 11 2108 14 2204 19 2298 26 2391 34 2483 43 2575 52 2665 63 2755 74 2846 84 2940 91 3036 7166
d14db20055,
eed279a71a,
0f4637e4b7,
63e32c0cfb,17 70 118 70 219 71 320 72 420 73 521 74 622 75 723 75 824 76 925 77 1026 78 1128 77 1229 78 1331 78 1432 78 1534 78 1636 78 1738 78 1840 77 1942 77 2044 77 2146 77 2248 76 2349 76 2451 75 2553 74 2654 74 2756 73 2858 72 2959 72 3061 71 3162 71 3264 70 3365 70 3467 69 3569 68 3670 68 3772 67 3874 66 3975 66 4077 65 4179 64 4280 64 4381 64 4483 63 4584 63 4686 62 4787 62 4888 62 4990 61 5091 61 5193 60 5294 60 5395 60 5497 59 5598 59 5699 59 5801 58 5902 58 6003 58 6104 58 6206 57 6307 57 6408 57 6510 56 6611 56 6712 56 6813 56 6915 55 7016 55 7117 55 7218 55 7319 55 7421 54 7522 54 7624 53 7726 52 7827 52 7929 51 8030 51 8131 51 8233 50 8334 50 8435 50 8537 49 8638 49 8740 48 8841 48 8943 47 9044 47 9146 46 9247 46 9349 45 9450 45 9552 44 9653 44 9755 43 9857 42 9958 42 10060 41 10162 40
65dc362682,
c038f6fbe4,75 27 176 27 277 27 381 24 479 27 580 27 681 27 782 27 880 30 981 30 1082 30 1183 30 1284 30 1385 30 1486 30 1587 30 1688 30 1789 30 1890 30 1991 30 2089 33 2190 33 2291 33 2395 30 2496 30 2594 33 2695 33 2796 33 2897 33 3001 30 3099 33 3200 33 3301 33 3402 33 3503 33 3604 33 3702 36 3806 33 3904 36 4005 36 4106 36 4210 33 4311 33 4412 33 4513 33 4614 33 4715 33 4816 33 4917 33 5018 33 5119 33 5220 33 5324 30 5425 30 5526 30 5627 30 5728 30 5829 30 5930 30 6031 30 6129 33 6230 33 6328 36 6429 36 6530 36 6628 39 6729 39 6830 39 6928 42 7029 42 7130 42 7228 45 7326 48 7427 48 7528 48 7629 48 7730 48 7831 48 7932 48 8033 48 8131 51 8232 51 8333 51 8434 51 8535 51 8636 51 8737 51 8838 51 8939 51 9040 51 9141 51 9242 51 9343 51 9444 51 9545 51 9646 51 9747 51 9848 51 9949 51 10050 51 10151 51
74d7a9df8b,41 61 142 61 243 61 344 61 445 61 546 61 647 61 748 61 849 61 950 61 1051 61 1152 61 1253 61 1354 61 1455 61 1556 61 1657 61 1758 61 1859 61 1960 61 2061 61 2163 60 2264 60 2366 59 2468 58 2570 57 2672 56 2774 55 2877 53 2979 52 3082 50 3184 49 3287 47 3389 46 3491 45 3593 44 3694 44 3796 43 3897 43 3999 42 4100 42 4202 41 4303 41 4404 41 4505 41 4607 40 4708 40 4810 39 4911 39 5014 37 5116 36 5218 35 5321 33 5424 31 5527 29 5630 27 5734 24 5837 22 5941 19 6045 16 6148 14 6252 11 6356 8 6460 5 6564 2
a803fc87d1,
c9a2990f76,1 3672 3675 94 3781 85 3887 76 3992 69 4098 61 4204 54 4310 47 4417 39 4522 33 4628 26 4734 20 4839 14 4943 10 5048 5 9394 1 9495 1 9596 2 9697 3 9798 4 9899 4 10000 5 10101 6
5cb2496125,
440534c8dd,8888 1 8989 1 9089 2 9189 3 9289 4 9389 5 9489 6 9589 7 9688 9 9788 10 9888 11 9987 13 10087 14 10188 14
b345b1f290,
4575e490e4,
2fe0292eea,
21e1d6e38d,
f950879320,
4be0764138,
e6a78e36b5,1 2424 2426 100 2529 98 2633 95 2739 90 2845 85 2950 81 3055 77 3160 73 3264 70 3367 68 3471 65 3573 64 3676 62 3778 61 3880 60 3982 59 4084 58 4186 57 4288 56 4390 55 4491 55 4593 54 4694 54 4796 53 4897 53 4999 52 5101 51 5203 50 5306 48 5409 46 5512 44 5617 40 5721 37 5827 32 5932 28 6039 22 6146 16 6254 9 6363 1
b97918ac08,2119 3 2220 3 2321 3 2419 6 2520 6 2621 6 2719 9 2820 9 2921 9 3022 9 3123 9 3224 9 3325 9 3426 9 3530 6 3631 6 3732 6 3833 6 3937 3 4038 3 4139 3
f78674d646,
a8e5845bf9,1 67 102 66 203 65 304 64 405 63 506 62 607 61 708 59 809 58 910 57 1011 57 1112 57 1213 56 1314 55 1415 55 1516 55 1617 55 1718 55 1819 55 1920 55 2021 56 2122 55 2223 54 2324 52 2425 51 2526 51 2627 51 2728 50 2829 50 2930 49 3031 49 3132 48 3233 47 3334 47 3435 47 3536 47 3637 47 3738 47 3839 48 3940 48 4041 49 4142 49 4243 49 4344 50 4445 50 4546 51 4647 53 4748 55 4849 57 4950 60 5051 62 5152 63 5253 63 5354 63 5455 63 5556 62 5657 61 5758 61 5859 60 5960 59 6061 57 6162 55 6263 52 6364 49 6465 47 6566 46 6667 45 6768 44 6869 43 6970 42 7071 41 7172 40 7273 39 7374 38 7475 37 7576 35 7677 34 7778 32 7879 31 7980 29 8081 28 8182 28 8283 27 8384 27 8485 27 8586 27 8687 27 8788 26 8889 25 8990 24 9091 23 9192 21 9293 21 9394 20 9495 20 9596 20 9697 20 9798 20 9899 21 10000 22 10101 22
255e6ef6a9,
e6ab700d15,
93a0cb5111,
1c37e37fbf,1 10 102 12 203 14 304 16 405 18 506 20 607 22 708 24 809 26 910 28 1011 30 1112 31 1213 33 1314 35 1415 36 1516 38 1617 39 1718 41 1819 42 1921 42 2026 40 2130 38 2234 36 2339 33 2443 32 2546 31 2650 29 2754 27 2857 26 2960 25 3063 24 3165 25 3268 24 3371 23 3474 22 3577 22 3680 21 3783 20 3885 20 3988 19 4091 19 4193 19 4296 18 4398 18 4501 17 4604 17 4707 16 4810 15 4913 14 5015 14 5118 14 5220 14 5323 13 5425 14 5527 14 5630 13 5732 13 5834 14 5937 13 6039 13 6141 13 6244 12 6346 12 6448 12 6550 12 6652 12 6754 12 6855 13 6956 13 7056 15 7157 15 7257 16 7357 17 7457 18 7557 19 7655 22 7754 24 7851 28 7948 32 8047 34 8146 36 8247 36 8348 36 8450 35 8552 34 8654 33 8756 32 8859 30 8961 29 9063 28 9166 26 9268 25 9370 24 9473 22 9576 20 9678 19 9781 17 9883 16 9986 14 10088 13 10190 12
941d0865da,
f724f78b1a,
7aebdeb9a7,1 1616 1619 99 1722 97 1826 94 1930 91 2035 87 2139 84 2244 80 2349 76 2454 72 2559 68 2665 63 2770 59 2875 55 2980 51 3084 48 3188 45 3292 42 3395 40 3498 38 3601 36 3703 35 3806 33 3908 32 4009 32 4111 31 4213 30 4315 29 4417 28 4518 28 4620 27 4721 27 4823 26 4924 26 5026 25 5127 25 5229 24 5330 24 5431 24 5532 24 5634 23 5735 23 5836 23 5937 23 6038 23 6139 23 6240 23 6342 22 6443 22 6544 22 6645 22 6746 22 6848 21 6949 21 7050 21 7151 21 7252 21 7354 20 7455 20 7556 20 7657 20 7758 20 7859 20 7961 19 8063 18 8165 17 8268 15 8371 13 8474 11 8578 8 8682 5 8786 2
d66bb0c151,
1d955f8103,
939879034e,4545 1 4646 1 4739 9 4836 13 4923 27 5024 27 5124 28 5224 29 5324 30 5424 31 5518 38 5616 41 5714 44 5805 54 5902 58 5999 62 6096 66 6197 66 6287 77 6376 3826
ad6e3961d4,84 18 183 20 282 22 380 25 478 28 577 30 676 32 776 33 875 35 974 37 1072 40 1170 43 1269 45 1367 48 1465 51 1562 55 1661 57 1760 59 1859 61 1955 66 2050 72 2149 74 2248 76 2346 79 2445 81 2539 88 2637 7565
b1e590d1c9,28 74 127 76 225 79 323 82 419 87 515 92 610 9592
568d119e66,100 2 202 1
23a17b87e7,
a41357f553,506 1 607 1 708 2 809 3 910 3 1011 4 1112 5 1213 5 1314 6 1415 6 1516 7 1617 7 1718 8 1819 9 1920 9 2021 9 2122 10 2223 10 2324 11 2425 11 2526 12 2627 12 2728 13 2829 13 2930 14 3031 14 3132 14 3233 15 3334 15 3435 16 3536 16 3637 16 3738 16 3839 17 3940 17 4041 17 4142 17 4243 18 4344 18 4445 18 4546 18 4647 18 4748 18 4849 18 4950 18 5051 18 5152 18 5253 19 5354 19 5455 19 5556 19 5657 19 5758 20 5859 20 5960 19 6061 19 6162 19 6263 19 6364 19 6465 20 6566 20 6667 20 6768 20 6869 20 6970 20 7071 20 7172 20 7273 20 7374 20 7475 21 7576 21 7677 21 7778 21 7879 21 7980 21 8081 22 8182 22 8283 21 8384 21 8485 21 8586 20 8687 20 8788 19 8889 18 8990 17 9091 17 9192 16 9293 16 9394 15 9495 15 9596 14 9697 14 9798 14 9899 13 10000 13 10101 13
2af240d261,38 61 138 64 238 66 337 68 437 69 537 70 636 72 737 72 837 73 938 73 1038 74 1139 74 1240 74 1340 75 1441 75 1541 76 1642 76 1742 77 1843 77 1943 78 2043 79 2144 79 2244 80 2345 80 2445 81 2545 82 2646 82 2747 82 2848 82 2949 82 3050 82 3152 81 3253 81 3354 81 3455 81 3556 81 3657 81 3758 81 3860 80 3961 80 4063 79 4164 79 4265 79 4366 79 4468 78 4569 78 4670 78 4771 78 4872 78 4974 77 5075 77 5177 76 5278 76 5379 76 5481 75 5582 75 5683 75 5784 75 5886 74 5988 73 6089 73 6190 73 6292 72 6393 72 6495 71 6597 70 6699 69 6800 69 6902 68 7003 68 7105 67 7207 66 7309 65 7410 65 7511 65 7613 64 7714 64 7815 64 7916 64 8017 64 8118 64 8219 64 8320 64 8421 64 8521 65 8622 65 8723 65 8825 64 8926 64 9027 64 9129 63 9230 63 9332 62 9433 62 9534 62 9636 61 9737 61 9838 61 9939 61 10040 61 10141 61
44f5dd71ab,
705eb5d67a,
52914952d6,3536 2 3637 4 3738 5 3839 5 3860 4 3940 7 3961 6 4041 8 4062 8 4142 9 4162 11 4243 9 4263 13 4344 11 4364 14 4445 12 4465 16 4546 14 4565 18 4647 15 4666 19 4748 17 4767 20 4849 40 4950 40 5051 41 5152 41 5253 41 5354 42 5455 42 5556 42 5657 43 5758 43 5859 43 5960 43 6061 43 6162 44 6263 44 6364 45 6465 45 6566 46 6667 46 6768 47 6869 47 6970 48 7071 48 7172 49 7273 49 7375 49 7477 48 7578 49 7680 49 7782 48 7883 49 7985 48 8087 48 8188 48 8290 48 8391 48 8492 49 8593 50 8694 50 8796 50 8897 50 8998 51 9099 51 9201 51 9303 51 9404 52 9506 51 9608 51 9709 52 9811 52 9913 52 10015 52 10116 53
6153c227de,1 59 102 59 203 60 304 60 405 61 506 63 607 63 708 63 809 62 910 62 1011 62 1112 62 1213 62 1314 61 1415 61 1516 60 1617 60 1718 59 1819 59 1920 58 2021 58 2122 58 2223 57 2324 56 2425 55 2526 54 2627 53 2728 52 2829 51 2930 50 3031 50 3132 49 3233 49 3334 48 3435 47 3536 47 3637 45 3738 44 3839 43 3940 42 4041 41 4142 39 4243 38 4344 36 4445 35 4546 34 4647 33 4748 32 4849 31 4950 30 5051 28 5152 26 5253 24 5354 23 5455 22 5556 21 5657 18 5758 16 5859 14 5960 12 6061 10 6162 8 6263 7 6364 5 6465 4 6566 2
8270908d6a,1 52 102 51 203 51 304 51 405 51 506 51 607 51 708 51 809 50 910 50 1011 51 1112 51 1213 51 1314 51 1415 51 1516 51 1617 51 1718 52 1819 52 1920 52 2021 52 2122 52 2223 52 2324 53 2425 53 2526 53 2627 53 2728 53 2829 53 2930 54 3031 54 3132 54 3233 54 3334 55 3435 55 3536 55 3637 55 3738 56 3839 56 3940 56 4041 57 4142 57 4243 58 4344 58 4445 59 4546 59 4647 59 4748 60 4849 61 4950 61 5051 62 5152 62 5253 63 5354 64 5455 65 5556 65 5657 66 5758 67 5859 67 5960 68 6061 68 6162 69 6263 69 6364 70 6465 70 6566 71 6667 71 6768 71 6869 72 6970 72 7071 72 7172 73 7273 73 7374 73 7475 73 7576 73 7677 74 7778 74 7879 74 7980 74 8081 74 8182 75 8283 75 8384 75 8485 76 8586 76 8687 76 8788 77 8889 77 8990 77 9091 78 9192 78 9293 78 9394 79 9495 79 9596 80 9697 80 9798 80 9899 81 10000 82 10101 82
843447abe4,
cffbfab33b,1 9089 9091 99 9192 98 9293 96 9394 94 9495 93 9596 91 9697 90 9798 88 9899 86 10000 85 10101 83
14dcf18fb6,4437 8 4501 45 4566 5636
de51e77a38,
665e84dc42,31 71 132 71 234 70 335 70 436 70 537 70 639 69 740 69 842 68 944 67 1046 66 1148 65 1250 64 1351 64 1453 63 1555 62 1657 61 1759 60 1861 59 1962 59 2064 58 2166 57 2267 57 2369 56 2471 55 2573 54 2674 54 2776 53 2877 53 2979 52 3081 51 3182 51 3284 50 3385 50 3487 49 3588 49 3690 48 3792 47 3894 46 3996 45 4098 44 4200 43 4302 42 4404 41 4506 40 4608 39 4709 39 4811 38 4913 37 5015 36 5117 35 5218 35 5320 34 5422 33 5524 32 5627 30 5729 29 5831 28 5934 26 6036 25 6139 23 6242 21 6345 19 6448 17 6551 15 6654 13 6758 10 6861 8 6964 6 7066 5 7169 3 7272 1
76ae1014bd,
abe36055e8,
49f22705ea,
5f3b26ac68,1 2626 2628 100 2735 94 2845 85 2952 79 3058 74 3161 72 3264 70 3367 68 3470 66 3573 64 3677 61 3781 58 3885 55 3989 52 4093 49 4196 47 4299 45 4401 44 4504 42 4606 41 4708 40 4809 40 4911 39 5013 38 5116 36 5218 35 5320 34 5422 33 5524 32 5626 31 5728 30 5830 29 5932 28 6034 27 6135 27 6237 26 6338 26 6439 26 6541 25 6642 25 6742 26 6844 25 6946 24 7047 24 7150 22 7253 20 7357 17 7461 14 7566 10 7662 15 7774 4
bb8c452bb6,100 2 201 2 302 2 403 2 503 3 604 3 705 3 806 3 907 3 1007 4 1108 4 1209 4 1310 4 1411 4 1512 4 1614 3 1715 3 1816 3 1917 3 2018 3 2119 3 2220 3 2321 3 2422 3 2523 3 2624 3 2725 3 2827 2 2928 2 3029 2 3130 2 3231 2 3332 2 3433 2 3534 2 3635 2 3736 2 3838 1 3939 1 4040 1 4141 1
e9909298a9,1 6160 6162 98 6263 96 6364 95 6465 94 6566 93 6667 92 6768 91 6869 90 6970 89 7071 88 7172 87 7273 86 7374 86 7475 85 7576 84 7677 83 7778 82 7879 81 7980 81 8081 80 8182 79 8283 79 8384 78 8485 77 8586 76 8687 75 8788 74 8889 73 8990 73 9091 72 9192 71 9293 70 9394 69 9495 69 9596 68 9697 67 9798 67 9899 67 10000 66 10101 66
bb697642ae,
f4784e4f1f,
8c9a0ea088,7068 3 7165 7 7261 12 7358 16 7455 20 7552 24 7649 28 7747 31 7844 35 7941 39 8039 42 8136 46 8233 50 8331 53 8429 56 8528 58 8626 61 8725 63 8823 66 8922 68 9020 71 9119 73 9217 76 9316 78 9414 81 9513 83 9612 85 9711 87 9810 89 9910 90 10010 91 10110 92
f641699848,7071 3131
93f8f9e663,3738 1 3839 1 3940 1 4041 2 4142 2 4243 3 4344 3 4445 3 4546 4 4647 4 4748 4 4849 4 4950 4 5051 3 5152 3 5253 3 5354 3 5455 3 5556 3 5657 4 5758 4 5859 4 5960 4 6061 4 6162 4 6263 5 6364 5 6465 5 6566 6 6667 6 6768 7 6869 7 6970 8 7071 9 7172 9 7273 10 7374 11 7475 11 7576 12 7677 13 7778 13 7879 14 7980 15 8081 16 8182 16 8283 17 8384 18 8485 19 8586 19 8687 20 8788 21 8889 22 8990 23 9091 23 9192 24 9293 25 9394 26 9495 27 9596 27 9697 28 9798 29 9899 30 10000 31 10101 32
89ad7a93d6,
0a1742c740,1 46 102 46 203 46 304 46 405 47 506 47 607 47 708 47 809 47 910 47 1011 47 1112 47 1213 47 1314 47 1415 48 1516 48 1617 48 1718 49 1819 50 1920 50 2021 51 2122 53 2223 55 2324 58 2425 60 2526 63 2627 65 2728 67 2829 69 2930 72 3031 74 3132 76 3233 77 3334 79 3436 80 3539 79 3641 80 3744 79 3847 78 3950 77 4053 77 4155 77 4258 76 4361 76 4463 76 4566 76 4668 76 4769 78 4871 79 4972 79 5073 79 5174 79 5274 80 5375 80 5475 81 5575 82 5676 82 5776 83 5877 83 5977 84 6079 83 6180 83 6282 82 6385 80 6489 77 6593 74 6697 71 6802 67 6906 64 7011 60 7114 58 7217 56 7320 54 7423 52 7525 51 7628 49 7730 48 7832 47 7934 46 8036 45 8138 44 8240 43 8341 43 8443 42 8545 41 8646 41 8747 41 8849 40 8950 40 9051 40 9153 39 9254 39 9356 38 9458 37 9560 36 9661 36 9763 35 9865 34 9966 34 10067 34 10168 34
651b2c01bc,26 76 126 77 226 78 327 78 428 78 528 79 629 79 730 79 831 79 932 79 1033 79 1134 79 1234 80 1335 80 1436 80 1536 81 1637 81 1737 82 1837 83 1937 84 2038 84 2138 85 2238 86 2338 87 2438 88 2538 89 2638 90 2738 91 2837 93 2937 94 3037 95 3137 96 3237 97 3337 98 3437 99 3541 96 3641 97 3741 98 3841 99 3941 6261
3822f73c1c,5959 1 6053 8 6147 15 6242 21 6338 26 6434 31 6531 35 6626 51 6721 66 6814 82 6906 64 6972 99 7076 96 7179 94 7281 93 7384 91 7487 89 7590 87 7694 84 7798 81 7902 78 8006 75 8109 73 8212 71 8315 69 8418 67 8522 64 8627 60 8731 57 8835 54 8939 51 9040 51 9141 51 9240 53 9339 55 9438 57 9538 58 9639 58 9740 58 9842 57 9943 57 10044 57 10145 57
5cf1f1e7f0,2926 4 3026 5 3123 9 3222 11 3318 16 3414 21 3515 21 3609 28 3705 33 3805 34 3904 36 3998 43 4096 46 4196 47 4288 56 4387 58 4486 60 4585 62 4682 66 4782 67 4882 68 4978 73 5079 73 5179 74 5273 81 5374 81 5475 81 5576 81 5676 82 5777 82 5878 82 5979 82 6079 83 6180 83 6282 82 6387 78 6488 78 6589 78 6690 78 6791 78 6892 78 6992 79 7091 81 7191 82 7293 81 7395 80 7498 78 7600 77 7701 77 7802 77 7902 78 8003 78 8104 78 8204 79 8305 79 8406 79 8507 79 8608 79 8709 79 8811 78 8912 78 9014 77 9117 75 9220 73 9323 71 9425 70 9527 69 9628 69 9729 69 9831 68 9933 67 10037 64 10139 63
ec7522391d,
4329ab8cf6,
659193a103,
0fd38464c3,72 30 173 30 273 31 374 31 475 31 576 31 677 31 778 31 879 31 980 31 1081 31 1182 31 1283 31 1384 31 1485 31 1586 31 1687 31 1788 31 1889 31 1990 31 2091 31 2192 31 2292 32 2393 32 2493 33 2594 33 2694 34 2795 34 2895 35 2996 35 3096 36 3196 37 3296 38 3397 38 3497 39 3598 39 3698 40 3798 41 3899 41 3999 42 4100 42 4201 42 4301 43 4402 43 4502 44 4603 44 4704 44 4805 44 4905 45 5006 45 5107 45 5208 45 5309 45 5410 45 5511 45 5612 45 5713 45 5814 45 5915 45 6016 45 6117 45 6218 45 6319 45 6420 45 6521 45 6622 45 6723 45 6823 46 6924 46 7025 46 7126 46 7227 46 7328 46 7429 46 7531 45 7632 45 7733 45 7834 45 7936 44 8037 44 8138 44 8239 44 8340 44 8441 44 8542 44 8643 44 8744 44 8845 44 8946 44 9047 44 9148 44 9249 44 9350 44 9450 45 9551 45 9652 45 9753 45 9854 45 9955 45 10056 45 10157 45
fd4741392b,25 77 122 81 219 85 317 88 416 90 515 92 615 93 715 94 815 95 915 96 1015 97 1115 98 1215 99 1315 8887
71d10659ad,
520fdf987c,
fe9e558605,
