id,z
20b11dcfb8,611
26281da345,527
f328eccbf3,514
7f0825a2f0,136
b76760a4a1,532
7f0bdb5e31,451
455c8febce,509
961b1310e9,837
b749a000ea,84
54cb8bdbe2,277
8f08f4e9f2,399
7c7125fd12,373
f6009f764c,811
ba4781de48,196
b5a47c646f,680
1a8c4fd6ea,707
c50ba562ef,315
6f5c2712b1,668
6940237693,777
cd249859fa,410
1ad819c49a,943
a970e82aac,492
483372b203,421
5b72ade49e,447
82a285227e,689
b6804bfa43,772
dd81358234,336
020678ec1b,174
130229ec15,530
74de17e9c0,569
dc05ed2596,479
dfa4d727b8,710
92a20ccbe2,351
f0e99e9761,550
3e1c11cfa8,613
f6576d4cbe,479
ea6f13458b,523
65a55b69b7,875
dca3f5ce34,749
fa752c35ca,300
c156fd6d44,888
d31e3fbfdc,166
0f19680b4d,540
e7442307b1,835
f78674d646,946
6ea5191e2a,591
a5ccb4f8d9,615
4ad2ddacfc,615
69013a70ab,473
6d46f994ac,676
9492db510d,181
e7c55756c7,769
775bc235d0,526
5dfa4cfa2d,590
8e84b940e3,521
d93d713c55,206
f57e741b5b,618
2af240d261,425
7845115d01,343
6a1783be17,392
e366f9d62b,290
e278cee272,765
400e66f34e,361
8e3228d793,658
608567ed23,325
e560423302,585
dc7c506beb,927
a27e64c2f7,514
94e7558e32,441
9ecc1f5457,517
24c102ca1f,292
500683ce7e,830
80694aa70f,476
90c62cd13b,648
1ac4fd8022,835
711c478c93,548
4e4cadf03f,703
7f5a72fa2c,613
870be46a42,336
a5d188bbd7,647
4696bb53e6,438
2fb6791298,159
aa1c0ba47b,477
f599fad413,372
3b5c0e9308,376
61321814ce,616
0f20f0242c,416
ceca04aa2a,445
49d061af38,838
203f6117be,563
28a9c6e5fe,940
eeef52be31,785
2bc8a3db3c,353
1e4a233a70,666
0b7459a0af,127
942d3bfbf3,736
c83d9529bd,822
628ea36ba6,680
324eb2ec65,542
3822f73c1c,551
7beceb5850,625
81c1149163,646
176ad39bc7,224
1a7f8bd454,662
2a49169951,511
285f4b2e82,824
7f30236ca4,424
bbb762835a,396
26527458de,587
f87365827d,827
104ce199d8,484
20894faad9,777
a9e940dccd,339
060cdfded5,165
b5b767492b,676
8457263314,671
1d0a131f99,540
ebdef67fa5,663
5bb48ef0ea,454
b67c735ff6,653
95bdc8b506,579
729c382e20,457
7f0e67d5ec,161
d9cf4a6e42,773
7205efa791,720
6fe4017680,539
cbad345488,446
0061281eea,549
fde2b51fb2,466
5691530ff4,615
06a361fc57,491
074673a5f1,347
d8fca64ebf,499
8f16b2685d,519
9146f2afd1,573
2a484baa26,669
8bb7245636,466
2a26fb616b,693
29df15c1ce,332
5f98029612,193
53485dc0d9,721
a8ebba8c1e,507
cb677fab7a,525
8f39d964c3,571
b71915a0fe,288
9ca11c3696,696
c8adc706f5,516
9c4c524983,423
9382a047a8,474
8ae916bb5c,404
76b4df03dd,564
e101b9a0ec,793
6ed0ef14db,763
d69c382be5,676
f62410bce9,512
a4a2921863,722
d30ad7d936,303
e6f86c83e2,584
5cada3d3f1,364
2fe186a2c6,533
475fafb8e2,258
b095375d19,179
76ae1014bd,294
3634f29aac,672
2b405e7016,693
f4feed1635,679
c27409a765,766
9267f6cf9c,341
8919be1266,519
dc710565e6,932
a783bd82c5,698
e05db130be,189
9258e48804,647
38e018ea0f,721
a15eff2958,782
b7c1e2a377,524
1dbc694c5d,532
5fd411e302,328
c613a090a4,596
46c1a0e9a3,88
ba045610d1,398
829ebfbb32,817
70d9a282d1,733
b28690f7ad,746
68b593f903,500
e667f4d290,298
25143d7837,452
6e409af2cb,230
b76b065012,690
37c95ff7df,673
a7fa6dd049,282
664e3eb07f,652
97970b5e2c,235
70a32506ab,118
ec817961a2,661
404b62a4d5,604
8ebceef687,321
fc6e9d0385,232
e7da2d7800,118
38063f77a8,833
f1774ff8e8,670
711e8ac5ba,224
ac6055e7ce,247
a10b932fb3,385
a31e485287,53
18590f686a,596
7c6f76a267,369
8f407b64ae,144
6ebb6826bd,475
1c687fea93,213
75b4a808b3,326
c137712b61,514
5103df3d79,672
76c76f8056,621
24522ec665,298
c5745e04ff,89
e0b6a1211f,193
1cb9549d2c,593
71f724c7ef,584
a5833d6cc4,216
dbb4b51e4a,262
77608c7770,512
944b46458e,165
23eb8cfbc0,799
a12d2c10a9,289
3fc4d6b6ed,671
af7e9d7648,555
341f6694f1,620
6c3a9009c8,759
8612ca9286,488
114daa1bed,541
29fd4ba626,671
68d00224e0,521
2d64b6a8cf,438
ce15cc1d1a,660
f21593cfa8,596
d4d2ed6bd2,330
4c43d99f68,184
1afddc8196,410
f625984494,308
44efef9c4f,833
e7c54b5f4e,541
7140b36ff6,396
ce3e6bba2e,793
a24080b4a0,316
a042e73fee,367
935cba59ad,699
44ac5b2526,464
8270908d6a,475
82c316179b,461
a9b7fa7e0d,595
a163126d96,617
e9d39cddd7,476
0c02f95a08,681
b833fdb882,314
1befe1ba44,420
4520536c03,402
7f2642a14a,770
e1921d9a0d,83
86f892ad2f,689
f7933b266c,202
f5c25276d2,503
dce4c70a99,615
6b0688f33f,444
ffe228a7e3,585
71c0fd5516,571
3e8b5729dc,462
72e1a1b225,327
66e922c8d6,730
e185ab5dc1,687
fa70e3da06,849
ebc46e6691,760
642c62a158,807
ff9d2e9ba7,321
77c071c12d,849
b240582de8,430
a07f9159e0,566
7469baeb8d,512
228f9cee2e,237
5b836d2444,810
7b078e7517,373
a52d7a6cd8,654
2fa4260cde,788
c32752c00f,378
da689f1bca,480
186d861771,578
bfa7ee102e,844
8d70a676cd,838
6d93c0a95e,554
7a0c8915be,716
c112748161,396
5e0d2e6c25,687
871be86f43,552
044106f759,615
2a16af2ae7,697
bcae7b57ec,291
60a0ca8d0e,581
b5448cb40a,676
226eeb7c67,707
1a2d060823,468
d19827b32b,518
f45dbe6541,436
680ce5b666,281
33dfce3a76,780
19fdb270d6,598
9260b4f758,227
fadd6aa446,283
db02a30bb8,348
38ec59117e,667
afd0b385f2,291
0fd38464c3,364
768d5f7ade,209
bc79fe1a3a,380
23a7afcb36,177
3734601c15,461
70c7bb7616,856
196cffdb4b,728
96049af037,128
ad2fa649f7,858
9ff59d834b,565
113b017a91,581
c89eda8701,838
fa25724a62,221
86a772adb1,388
18e2325a5b,211
563191e71a,575
8f1d6045fb,772
e41a05735d,611
e021227dbd,281
b11110b854,55
6e3c46c2d3,214
7f3e8a8526,843
82c340f4e5,474
8c38199b15,680
d8b1bbbfdf,531
36f332bd11,530
dfae9e48e8,783
99bf605daa,495
1af9e4bbd8,415
59092e355d,442
77acb619e7,563
28a1187a4e,595
44f5dd71ab,625
690514a3e4,133
c450f9d7f4,637
eeb18519bc,826
a35ba23a41,175
d6e2bb1586,389
b355ed119c,304
3404341cc6,813
13f448be07,647
b506085af9,146
12c92c9f70,620
48940ae0b0,608
57ff97666d,570
492383a53b,692
479cb24efb,343
0cc1d0e4c4,348
6d69267940,614
e446b0b4b6,659
1a288f27bf,149
e37b8208fa,509
c69962cd9d,193
dd9a94a797,102
4e51caa68e,398
e865014246,461
f19b7d20bb,451
15d079a8e8,459
6636021b35,310
276807c93b,291
1cc428e57e,559
f5b2861c9b,672
6c95018d5c,630
6c25735f24,111
38232d1fe3,399
fa56377e58,350
8824cdcbf0,394
ae6ea6e613,213
97e2c6b5c5,698
38178b0ded,499
912b573a9e,713
4336ac847e,838
3ced3ed63e,298
a7000441e9,881
f3220c3590,497
96998d1ad9,720
fd63516ff4,651
8ad8b9b163,104
cb4f7abe67,183
f6c49acac0,542
2a00ecc904,417
e69330b40a,368
3782748f51,753
7bf203a987,412
07e08eee37,333
e1cb177740,619
e476b868ef,677
6e3634da35,681
9031ddc924,404
b690abdc09,419
1268fbf8c2,495
9f4001d8ea,324
eac3fb300e,248
1b5c4051d4,468
128f3b0e36,621
7f0ee9c30a,791
4cfee4b097,560
1f73caa937,114
3792be0845,443
e73ed6e7f2,887
baac3469ae,491
d8f80479ac,169
23afbccfb5,338
0df9f16bc9,847
29b5ee6cf5,518
fbb8eba26d,743
e4be64c1fb,425
5ff89814f5,268
cb0d3e8399,112
1495558064,495
ea54256d21,566
8945b8916d,414
0642bbbc5f,150
abd1e3e008,478
1ff0aa7f05,585
cae1a9f23f,643
3281bb7282,637
c756ff4e1f,566
a59385755d,756
1f50bc7a9f,873
45180088a6,886
12d09b9fa4,444
d6987190ea,520
75ad49564c,402
dccd2d9d48,340
0951f85203,737
cc2da77c17,350
6a3f8feaea,789
0fea4b5049,382
5fc8bb94aa,187
5c616dea00,263
d2522cfc93,386
b2b0cd95a4,622
8c232a1cf8,735
3ca252f526,435
5df9874c5b,615
403cb8f4b3,661
2f746f8726,297
7c6a2df039,784
c61e0f2507,764
939c88a964,658
045c5516a2,515
0558ee87d3,796
b1f0e104f5,473
c4adb6e891,252
21df07989f,740
8650153427,481
d9d7716b7a,657
30082e87d9,630
27f923aac9,717
c67832ba86,676
0dcf4a11a6,194
9494906f54,553
5187e13789,649
7e138bf911,593
85e6b4cb1c,374
6545c6235b,95
b2899a1188,739
caa039b231,602
56974f6864,462
40b45f1871,748
ad297bfd03,261
5306b708be,558
6cc7ba6c56,888
5f248cf0d6,397
65ef110246,891
71d10659ad,554
99ee31b5bc,241
617c746fca,285
569f85c4ce,308
db32e0961b,605
eabed5b2b4,207
42a3baf571,277
5f45291a7a,694
fdff017e77,382
da84ed2423,135
ed66549524,574
50251a9572,837
a685e6f87e,565
29d8bf3a4c,834
94c8aad517,332
d059fcb2fd,481
c092a99d23,481
190febf6cd,586
04315b9a64,475
33b50159a7,762
0ce8a6ae62,308
8cbefc189e,383
36e68393b6,586
4d341171a4,348
fbf64b5ea0,809
a2da67afff,436
76ecdc5896,745
3b9586e2ff,361
6493c2cbab,230
eaeb630ff4,149
323882f716,144
7f99abfc11,761
dfe111dace,780
a141ed0c99,447
cfdc385955,348
999cb0ea3b,629
a41357f553,781
70e5bd9d27,709
d274664a41,795
697fee88c5,464
4f62a5bb14,500
325cde4fa9,834
4848a3a509,729
92d9025a37,888
bedb558d15,115
56ced19ad6,192
1b0d74b359,172
a19163fc11,248
0977568b54,195
e34c1220b1,946
b91a91adc5,414
1739b1634d,496
b9ebcbc115,460
bce4cdea7f,723
1664b6a6d5,214
a7f7a964f5,339
9ccf9ff1c3,781
3c3e74faf6,727
a8d50a4a97,547
74d7a9df8b,234
254efd9043,585
bb63bcb48a,319
74d574653f,823
f2f67e14a6,116
1c02222ef8,670
c74ef130f0,621
8f2087a1f5,772
b240778420,659
81fa3d59b8,857
5fa87fc4cd,397
e5c26c8634,230
65eca0ad70,470
8c8c2012e7,479
6b95bc6c5f,198
60dccbc52f,158
2ce9c36a98,613
3218afdc84,846
cd2046479c,302
56ac0f17be,531
4702cdd4f0,350
45a7562dbf,175
f4ed280779,873
966fb0cdbb,427
2f35ac4b87,689
b33b1f9db6,441
35fd991255,333
5395202313,705
d3fdfb9e8f,689
976fcded4d,377
4be0764138,324
fd423b9cbf,444
9a4b15919d,259
14da113475,618
dc534f1e28,63
4a39459597,373
0db1b4c199,883
638d8572e9,336
cf1ffe14e0,692
4b3502ca99,402
7deaf30c4a,365
5f43816c42,649
1414606ab4,542
1d2cd614be,190
ceef85bdc0,520
3f2865df45,242
b51eed936a,746
93a0cb5111,772
fb9b58527c,716
bfc47bbe13,351
395e668f22,949
9704b1ba61,720
ea9dfe6f60,590
f2c640742a,579
7a2cca4fe5,764
a659530342,609
651b2c01bc,496
aae8971d6e,231
a78e36d77b,525
aa36cc5b96,818
59ceec4f7c,600
b5bdff9392,919
416101e57a,408
e927f91b12,698
1439570aec,529
b97918ac08,900
aebff18bf9,433
6abe55deaf,322
3df62de11d,552
971c96134a,684
35499d9dd6,657
155bcd4b4d,712
8409fed45c,899
a12cbb17e5,247
fad11bf2fa,371
963189b39c,722
b964244dfd,335
6fe2b681e4,230
f75842e215,453
770af4e501,879
a8247ac73a,128
1fec8e839a,829
b183b2ddc4,347
f11f8eab00,603
bb9ad7c38d,122
bf76c8aff3,733
04182ced8e,146
0ae08cc1b2,532
236a5cc090,676
5326fad561,381
38438eab6c,428
289af097b0,284
565d2342f2,214
1a4ffa4415,263
be4db8ff8a,807
b097a1f9e0,700
4be85a3110,352
8063c65b57,520
a98ab1c549,610
353e010b7b,264
5439dbbddf,557
71bab9f311,846
52551f7a80,610
512d8d9997,577
64dba827d6,330
0a3a8a5f37,266
329563756f,561
f6cba2e890,719
989c646373,545
8ba0248e74,191
d29d1424ce,528
9834bd4034,309
aa5f085ae7,701
51caea4f7a,373
9a4d1749d4,260
5e52f098d9,231
cc2b6a1eb2,764
76784fa72d,580
5b01231632,640
382b3f0c24,777
e169daa2d7,786
e9a6d47f94,318
c2ec2c9de4,618
b01d2e5375,743
aebf30c3c7,539
63e0650693,555
60969ee8a0,96
3e95d4417b,304
21006cd47c,422
30a5a8d3c5,727
f89a479c21,456
8cd826bc5b,807
9c4fed0493,815
78c843da8a,604
fe4930a905,651
1dde15c583,782
034f55162e,545
ad212e6869,748
4d640602cc,314
42d68dbc86,654
29ceeed519,805
648ac9c05a,70
5b6d177013,806
532012ac5a,320
fa9aec9e27,459
316d5719d5,670
0d2789f1a0,650
31aa522509,864
9f75213aa3,725
8f955e935c,910
92f0273998,414
5ec71d2e6e,460
4d19875184,256
00f342f248,223
30a31f4de8,285
bfb44314b2,368
055f01a5c9,470
95e0620119,191
cfe755cfcd,683
c279e2e81b,819
6d25e0f3a7,177
36bd172c8d,338
70ae581728,787
1e10c8b214,58
132cea196e,185
6b67b187e3,396
581430fbf1,815
bfac5970fb,339
0988338304,943
59f5a1afc7,487
8d7b7baf47,467
3d73f32e1e,795
c88d7d3c76,85
7a1f58855d,416
8bcd5f745b,406
8dd3227410,736
ac2af593c2,606
8fd6d6de42,672
52b98a62e6,613
5bbff609ed,713
174789f4b8,835
fd35db589d,746
28c49076d1,723
5d36a9659e,270
bc1c545371,504
5c665e8088,370
b9d7e04349,340
1bae2bef94,608
89a0972631,871
15c00d00c4,740
7a6ef8886b,419
24025d965a,548
2265a9bb97,824
63a0fa5b43,733
88489834ac,471
ac4eff5773,254
fe5625c304,66
0e991e3624,385
c5dded34ae,541
ea122de9b3,246
fd0424be0f,551
d2b9a9beea,601
78884dad01,616
4a08f295c0,817
21fe3bdb52,619
887ccd9e4f,269
3b1a9d94cf,603
d98ee3cef9,414
f526e6c2dc,405
7177b9576f,205
63a1777e28,104
5bf538ffa6,300
c7d1e6fe7b,341
6b7f4a1a91,413
233b762d1a,659
00e9cff0f2,427
4f7ba782e6,745
49f33f1832,327
2cf988af12,562
25db63dca5,540
f08c404497,452
13d6e87328,457
51df82c979,327
15d7c9beab,316
7eb34773ab,611
58335ef080,682
0c06b7f8b4,460
3dfd1c311a,488
7478744236,339
0adcdbf194,793
55810b23c4,221
f74a97c2ff,761
970e117246,172
169ef6df9c,435
60b26ed15e,385
de8a820637,418
51a98a8f3a,319
63235ccaf6,677
197f03e18a,576
e5b07450e3,601
d33ac09d91,330
5804b2ef80,649
f90ae4ac62,385
137fe8a868,777
5f53c9d252,811
ffd47b14e5,464
3a35c0728f,949
b94b6a4992,600
7f24dfceef,377
77dde5d3cb,221
462d3ca87e,655
31c40c5c2a,391
44970cdc57,899
d2f25a78a6,755
ae36f17301,229
8ceb500014,472
69319596b6,573
9e346a910c,588
0416ba85bb,461
f31ab2f578,135
9159c5f8fe,824
a1a0480cd9,676
16fe0e5148,724
b4875b1537,291
4540ae2a91,602
6774a12a64,705
d8d5895a6f,69
a3f3157a83,743
6337fc7a59,298
99b27c5760,365
42c5683e28,394
65fc772aeb,563
01dd84b7dd,640
500e912121,124
14d1b7816a,409
d8e7f62b4e,51
9f0ccd7979,471
d3332b8273,394
a3bbf5c708,294
00a5318192,754
22959357f8,410
748078728d,503
259b4c2009,737
6dc362f696,783
a16f6fa6f9,905
47285b6e1f,679
1ff564151f,581
d63629d428,670
fc71babfdf,770
7ec369d890,697
d075ac58be,265
bc6c1c7006,768
d1d46ef2de,805
b88f677a39,205
63b98f9248,105
54c30d55b3,820
f6a63121f1,694
21c2d4e863,403
f40b354125,571
2cc9e8a198,469
20f04ce268,783
20c468c70c,447
d5dbfe8494,760
2c755bf200,119
d6b48fc0b9,340
e9f338cd6e,555
0b410a0dc2,654
ad9cf3c2b9,530
15a52de24a,676
c818265a5d,252
ab97a25f56,588
eae2a8b2ef,130
2b157ab430,390
2f64ffd99a,586
efce4de15c,664
f7c8709aad,474
8ef3d8c73c,528
0c426c1510,737
0ed2fce6db,669
4f718f6704,844
62560a7420,393
77aaeef0a4,221
1103eb72d3,582
81fdac0b58,608
72b009939a,681
f650532780,504
f22fc5bff8,725
58b6687314,84
226a07a818,418
e484ea9ad2,705
94a4ec0276,170
c5e3415a42,555
371ee426c2,343
31f3ed6cb1,51
a4763177ef,92
158372da81,520
c9efd977d4,692
9d0b07cd6d,298
4bef5a7d3a,815
aad0f3a281,616
67ba6c0b0f,101
add95e52cb,600
d56dbda1b5,758
cde7db0718,505
9ec5530e38,655
73e81d4093,465
48ca300f39,222
9d65420fcc,534
22a109bb35,255
d101256aee,668
e115069b08,286
35da3d536c,494
d2355eb92b,502
415d3e85b1,591
ce4593cd3e,299
f2f5f3d673,403
e451bbd1a8,442
4b532df3df,757
6419e5b53f,708
4a26fdca60,611
7c34859167,505
ca30359954,665
265e1752b4,498
c1b4f6c978,301
1af88d781e,718
f8621065c1,565
e9cce9c914,433
63a347b03a,467
1b203471b7,502
bfeb7b1e93,492
939ec7a920,549
d2c8d1b1d3,260
642c2750e3,274
1b1f719ff8,452
6e91f1eba3,792
20d0d1f973,512
cfd2c7ab97,318
4c075a6454,428
c7c8e8ff63,604
d2c4ef10c7,496
263cd3f9b1,767
756a0a16dd,527
a80973d210,526
b475e5ad7a,123
34d49de018,428
ada9f8c74d,472
6e5e055e6f,249
550555bcd0,541
90b385321a,598
3b8c8f0a19,458
499db8dbc2,861
5ef842ff3e,86
0cb5f92f6c,113
1afb60e200,363
2539151aeb,518
18619c2342,682
495718a00c,404
92e4968815,399
5d934f890d,595
07faa3527e,208
53b90f4e43,268
b413657974,494
6dc67726cb,667
ade7b6c1ea,681
fbea9383e2,243
0259b01cfe,832
2386a0869a,675
9dba0d933d,171
5d98069797,277
667a5015dd,468
d343f6974e,139
4dee25677d,706
d14b77170a,316
aadc43bce3,753
b50aa287f2,794
c9958b45d0,226
be721a303b,585
0291e643ee,642
ad8604aeac,653
b696d70c72,508
2a701aa3e7,467
3b8d185300,195
4037f4ba93,798
a17c4dc16f,146
2ffff5b00b,710
c627f6c6c5,676
6bce96251f,344
851fcdc053,577
ea83727b30,798
5313788acb,616
c43159d789,519
9a14689f82,283
3c77cbb39a,681
5b8ccc9cb6,830
34b8d44aef,416
445bfee824,384
b5dd684e36,57
2199f90646,294
69874e7963,547
05163a6e41,491
955a9274be,170
b001a5381c,347
6ee6f38517,584
0ef56f5ef6,937
c75a92a0fc,789
20415fd0b8,579
556e28c244,756
b68b21f128,620
4d6ef1a9bb,362
70be68d0a1,599
d665b7d9c2,427
dc6b08b866,227
485e70caef,426
5cd181b41f,724
5fee7724fc,623
7b9bdbea3c,392
e58c0adca4,680
d6e385a87e,472
69c4e1da35,617
20dd6bc2ff,707
ac1854ccd3,564
a3e5e1d301,732
4686d84198,504
b0998be638,415
0283add18e,512
ef6083f48e,221
ee3f606619,299
e2cff6312d,454
db07e691de,838
ca4d59fef3,106
7757d22ad4,391
ca04c19c0b,350
4235358bc3,260
db52b1a918,429
a6753a46ff,309
1d89f24721,393
9f6abef1a7,96
0b9829c5db,653
b608bfc9f4,179
7704608969,719
02fedd0c79,296
08b4743736,397
b14f73e81c,271
1d73d18a1f,547
7b10e08263,481
01f2262bf6,739
162b99d5b6,471
72ff77dcdc,672
76c72dec1a,714
93badd2207,197
ccae28c451,321
bc41500ff5,567
787ceb54eb,98
259c209627,608
02dae1c38d,746
1eac578815,556
e88de6b8fc,137
ca70f9caf9,108
cd3dd039a7,420
8016056c46,79
4273671d5d,663
ad298486ed,699
22c642d3eb,803
20b784c31b,169
901cf47850,725
98943bbc82,823
6193839fa8,472
5edea5c7cd,547
566b4e0770,161
a71b76545d,377
c02940f66e,793
9ca9eae6c7,655
8dbf4c5515,336
4cfe70e0ef,580
bcca498c87,274
08d073b404,710
f1f5ef7e45,809
656973c43c,829
7c7ea2a8db,394
c8cee4f4b3,647
e3d9ffaacc,427
b7699d334f,539
4c407be403,656
a39dc1c7d1,638
ec1e7c99c6,94
47e91d98fc,567
6c88ce3622,816
05bfa6624d,480
875b8313fa,562
d3ff38ba9b,247
f1d244a5ca,362
dce5510be3,520
ac54591ef1,682
32abaddce7,884
6bd0e156a6,325
f8ea96a1ed,775
c79f40f0cd,415
4d1f5bd37e,845
86f8e8b9b0,685
c72ddedc0c,153
75b8134623,521
84d1245b1c,603
305861d7ab,769
c9adcab5f0,245
42eb2264d8,501
a9443f266d,770
ab5278f9b7,488
97246287a5,499
e48c970217,150
5ed1c2294d,625
4b1bf13b46,115
e01c32c8a9,330
34adc69da6,704
d3c27f59da,483
1ff696d59f,812
a1dc7c8cab,437
4d8fc28f50,374
56357ce74c,602
b12bc217f6,400
4171b6ca36,503
a11b83ca27,123
b8a1648734,580
6bd528bc92,230
fa03ff2472,138
b3609791f5,777
eb3b019e86,604
ea8a0439fe,246
87d94a1264,903
61538a4a19,469
d9443b3376,475
cbaabe0368,574
61c0129a58,773
396f334f22,781
8fa6d81b29,557
c11adadc15,454
f8e06d0345,401
b4602ed79f,506
73e231af37,730
41a8ca9668,360
3821e89b66,670
ad72eda039,696
faa5a454bc,209
e08e7d5619,671
3a8da5dd51,328
ca9f072002,413
f83931131f,136
39fcc00d01,537
a45a69e464,303
20821458c9,832
9cc2bd46f2,659
ed039de746,935
8e950278f2,557
cb88a4e70a,653
4cfcacd4f9,574
0905843ee0,516
b0e07dd157,388
f7500b963a,400
91b0697d86,534
5513e388a6,543
ee044b4654,507
8af8d5fadd,510
60ed5847a1,307
df999cbe7d,101
9da5d14ca9,587
c4f2b6ed96,819
4031850bb9,564
689a03ea18,620
ba96be1a01,637
793ba9f7d2,516
13f1fec759,413
97a306a60a,658
93cb37cdd3,368
960a4b6a0e,116
e08ad29c4d,503
7628d4d391,687
8595d53217,538
a2460b1e74,625
b7bedf816c,479
5962b44f3d,198
95fc6d05a6,740
f959ffc6d9,509
f2ff5cdf47,515
b132d4111e,543
3cbade83c1,343
82de84fe54,729
d1d882f7de,230
76d6ec9bb0,822
df72029e4e,590
63e4c28d41,139
d5dd97abfb,520
caf762e1ab,265
d5e433e1bd,535
36c2188143,815
dbbbf02cb1,937
2ce1812846,354
503f08307e,129
f3a6fd21f7,667
4a2c200514,478
59cb0eecde,946
325fe8db2b,342
9c36db226b,548
22f989d627,737
8f0a738345,401
0510fec103,533
c0b31ebf26,476
d6344fd906,273
d3fec84000,685
eee314138e,107
f9ac19b3e4,442
10b99a2679,503
7ba388a682,178
9e866473b7,520
aadea795b0,811
14d9b671a4,849
d236c0b381,685
f81e574205,419
b69229dd1a,63
5e3ac6f983,509
1cc2a7346e,672
4bbe1afbc2,134
804def1efb,785
90b7f38c5c,178
f34cd4146d,416
679ee788d7,148
4c33b2dd89,292
298bda8c6b,412
fe9eb2c15c,828
faf8e27e42,354
c638c588fe,561
49c9c04ee7,509
1e3b1e8c02,816
849845be66,769
1b01a457d9,621
0167d67b9e,658
066f18a55c,587
0d5957b64a,201
313be8227c,478
e196ca33b3,841
a614c44092,546
6ca8842553,815
4c6c90518d,190
da7076f6d4,443
4ab227936f,769
041b1900de,610
7dd17aac9d,766
96cd72c1f6,429
aa6ca37586,564
f0ffa23ff8,411
3bb4884ac5,442
a1d305862c,661
b4fc2ce0be,712
821c36cd97,502
ea127c793e,733
2126473557,241
9f0d6b4bbe,127
aa532a7c30,528
4995af5fe3,607
c230ea7815,211
61493ca044,75
f783725948,412
4dee03c883,798
f0384deeb7,474
4a85d2fb19,347
c36f7b3920,665
b3be6d0b23,190
c9e76be5dd,845
e32a58e85d,503
8f25e6d0d6,219
da8f12fb9e,195
f85a321be3,549
b873f6dad9,572
7e42729efd,219
09e6cfad6b,468
032177aab1,624
715dd853a3,255
67066b5871,700
5fce13f8e1,400
a011acc5d9,722
f22304afd9,441
9ac1f214d8,956
a4b1b30e7b,535
1a1c2eb4c7,175
dd7f87e316,736
55bc498d65,722
2130994fbd,698
101aef99e5,377
411f4ac9d3,513
c223b6cd87,642
23fb59b591,609
8229c8feac,345
0fa1e2ec0d,530
5910d039bc,841
e544c8249f,738
85a3114e20,823
f66b2e3432,149
cc32da1b7d,616
53805fe33b,538
140bb23a86,809
3974e9d32e,703
e58a0083f9,321
e4c862a4a5,818
b78adef524,596
3b73d2e8af,781
24cfa6ef47,200
32f6748b0a,722
32b1cd7652,289
6567f59d54,195
35714fa202,601
8b6fe1fb5e,755
e8f06500ea,619
c207a2983d,389
6a5d2c2738,328
cb507d53f7,478
01572cfbc2,959
b47f64fc94,733
b0a1a539d0,712
42c6942544,586
2cc1211c36,396
51b006e1e8,401
b9e9505424,275
6fb1ecf627,528
39438a4c45,465
d77eb315ac,662
7cdc7ed0b9,600
4bfa0bfa8b,514
18bcca2e96,842
736061632f,784
641dd7bc32,398
0706b7541a,122
4c3a64cb0c,235
71b7cc2fdc,96
3b3647008a,93
6521203218,243
553c6f13ab,409
505692120b,940
33c2c53893,513
1c21b0e9bb,175
91f7d4e92f,484
75b33b09d0,827
e84a4d5380,568
529fe2bf20,826
7f012d3661,625
bb3bd778b1,546
1bb3688821,812
4fa49ff7f5,325
742dce37c4,393
ef7b551c05,538
d514b10317,316
92fa1137d9,130
58877e2525,656
3d5d820fa4,685
97357fbd43,495
d2b3f8b7da,497
21753d8ef6,583
6e262f320f,454
4e50b795b0,694
145335fd03,693
fdec2622ca,56
cb210acc22,387
eb3f2d1468,393
750bd2308b,323
79ec88ff29,843
188de9320e,783
027f49e160,667
3457baa631,476
00c473f654,98
539881f52c,751
4334a4df17,564
ea35a95332,381
c9005cebc8,532
846d597c6b,850
b542d75a78,540
ec218a2c03,427
ccf829551b,516
4f02e56080,506
ad5d638041,227
d3c6689f39,765
5a7235dd88,612
d2edf62bfa,755
6ea89a9eaa,678
ed53b8fcad,408
688e20fd00,711
d20516eb19,128
e72ec9aa6a,633
840f1a7eb1,747
38413a2fac,832
df4495253c,538
b941c8a655,746
7a88625b83,560
c5d6fe7b88,259
2587f44a00,235
ad4bfb8c00,736
7661b7a843,87
3eb9c63046,634
ce36e2a0ae,194
aa78d862d6,427
84634ba306,813
0afffbf3a7,750
f8a2cb1d13,807
d84d285b26,763
9b73299424,299
135fc76f91,190
658219f5b4,624
405a1991a0,809
8e96420dca,342
7a26e2ae43,733
e97033b42c,430
bbae9c3dcc,555
ece1494d81,411
8e131567d6,574
98d115e32d,653
14b445d27e,393
0366c64dd9,609
d4e045055f,455
deb84b430f,426
ec1a509f08,669
6a92fa6b2e,651
016ec66cd4,614
ba38c8759f,156
e86203f4f1,684
da23d83a71,469
508f77d60d,796
8b937b3dbc,456
3cf05e05b7,337
dff67697cb,783
0ec11733cd,500
5f723327ef,896
c531c994cd,858
db99ed23d2,608
416bbf1081,421
d699f66ea1,527
ebeeab3a36,100
41809fc23d,809
28c9b3239f,328
bb8a7805be,680
f707d4c4ba,602
29cf979b92,292
b728ab6b4d,384
d96a45425b,471
adae2748c1,548
b244d7991e,192
1d6266dfe6,621
6569d102b6,519
792b1ff712,475
547bfceee8,632
4e5a439e1c,183
9bde066865,226
390a558cbb,308
d0a54afbc5,703
92b9a0c1a6,775
1efbd5996b,777
8f60ff0312,512
0c6036a506,493
0daed89bf4,542
b00e1265b6,803
