id,fold
b203e59c04,2
dbaa50e4e8,3
d84c0443ef,4
4598c65a74,0
b13be19418,1
29cf979b92,2
29878a94ca,3
6d88e3341d,4
b3102e4e0d,0
3e44639703,1
ddaa8f2cc9,2
824152cf1c,3
553d0ed5c3,4
9e86e03bec,0
bce1766212,1
02446da877,2
a78ec4f628,3
7aa0e4e924,4
d3ccdbe2be,0
03138aebc4,1
7c99d1c1eb,2
4c33b2dd89,3
2428fce568,4
c8cf8823a0,0
24c102ca1f,1
7266925b66,2
ea65085167,3
c9512a289b,4
a53cf7d9d9,0
4d2778b117,1
65fd376d9f,2
9db87ffdaa,3
98b49ec0e6,4
a08783f5fd,0
7b0773f310,1
eee30457a2,2
e7d950f0b1,3
fa05e43818,4
f73e93ed41,0
093e17ad49,1
f8777febea,2
e0257b4c20,3
288c260e08,4
c3c41a510a,0
14826063c7,1
d39077b54d,2
38a5cc707d,3
8c2dfc1e05,4
2ebc0fb07c,0
7931eb93b6,1
a35cab481b,2
84eb2c400b,3
e5cd6bc55c,4
2aeaa3a43e,0
7b20febd6c,1
536da22fe4,2
76ae1014bd,3
8ee70d5955,4
2199f90646,0
06e2664df1,1
3dac65a9fd,2
93a1541218,3
707da802b9,4
e755b8f086,0
d8b8dacc7e,1
8bde7fa6d3,2
cafccdcba5,3
97a644bbf3,4
a3bbf5c708,0
2ef244e01a,1
76fa8ec9a1,2
81989809aa,3
6015110caa,4
be9ce6a9d7,0
6832de9b9c,1
287b0f197f,2
ad93d35798,3
f4394e72c5,4
c9454c6638,0
4062ebb8f8,1
0c065a063b,2
cb040c0f89,3
9fecf3b7b0,4
6048597c55,0
9fbd3ca3b5,1
abaeb87b3f,2
68915bcc5a,3
c92e16d3c0,4
53383aa190,0
a43568e310,1
8acfda99c5,2
957e09ce5b,3
09456ecccf,4
8118c2c6e0,0
7195bd6223,1
02fedd0c79,2
d9e2dab380,3
4c0efe9735,4
c4ee594685,0
9da95ae912,1
7ca30f5c04,2
24ab6d3ded,3
0d4d304c79,4
464e8483f0,0
308a9348e0,1
f57cb32d6d,2
97b058f254,3
a4554beb3c,4
e4fce4b587,0
e5d64a2aea,1
e16cf1ced5,2
9ae5ecca79,3
04ff5c14f7,4
128f4ccb18,0
0ace75e142,1
a19dbb48cd,2
cf36d61397,3
522bfc0c1b,4
d926e006d0,0
093433e9d7,1
b8058b581c,2
a9ff5638a1,3
2224f6d2d3,4
fd66ad582d,0
bf18760706,1
ee0da7c735,2
00cde1fc96,3
c7f54785b8,4
5d85874fbb,0
761995bfd6,1
2f746f8726,2
42bf7406bb,3
70cf807d0e,4
a66dd1f283,0
7de09d894b,1
4e7930ac09,2
2b4049f833,3
9dada384f3,4
8ca104baef,0
c0b9277880,1
48b8dda801,2
f9becf46d4,3
98688a6c7f,4
3e227bf413,0
403b12a81f,1
0f6aa9f5da,2
a676b46c7e,3
c576ef893a,4
4ca00f3f9b,0
d36e380a0b,1
8fb2ab4e8b,2
a9eeedce67,3
e0829f05ac,4
c3ce830a05,0
24a902540b,1
b365432652,2
8d9ad80697,3
3ab1c71dba,4
29372dcce7,0
24522ec665,1
db658c5ade,2
e54944e5bf,3
82e87e1ab6,4
4db03fc647,0
dd4e7dde38,1
c218b0d187,2
9d0b07cd6d,3
a524090258,4
29d8817f97,0
78b32781d1,1
7d2a222b14,2
6337fc7a59,3
b44efbf44d,4
736e3874c8,0
73152cd72f,1
e667f4d290,2
2b13786b5e,3
3ced3ed63e,4
d0e95cbd2a,0
4b354208b1,1
ce4593cd3e,2
731bd710ad,3
aac410c5d3,4
d36a3ca700,0
d89411d9d1,1
deb1b058f8,2
9b73299424,3
a38ec5925e,4
73da5d6722,0
ee3f606619,1
52956e1f53,2
7e02747598,3
2e55ac15c6,4
96021baf01,0
6047a56db1,1
ba98e2df34,2
3d53b0ae57,3
7949b8c74d,4
75d91acabd,0
e91f473198,1
3b474dfed2,2
77b35c01c7,3
f006fb4fc6,4
d2c53f4b7b,0
fa6da5cb9d,1
1bebafb9f3,2
4578174915,3
e53934a7c9,4
38f374d26f,0
47393e1828,1
2a3db7bdf8,2
a0cc288f83,3
6b9716ffbd,4
990a672905,0
e2775a3b33,1
5bf538ffa6,2
4711ddd4a2,3
070ab527b1,4
20d433a6b7,0
a6acbda593,1
423e66795d,2
225cbb9fef,3
5f553d9bc2,4
1019e6ed47,0
d3034e7a60,1
7a6d32bcae,2
fa752c35ca,3
b5768c5204,4
903f9f033c,0
97a653e83c,1
932529c83d,2
c1b4f6c978,3
e92f67b3c7,4
65aa0b8161,0
7d6e95d2d5,1
7e9501ad1c,2
f4f0fd932e,3
89e7c93d0c,4
8811181716,0
38dfaadc68,1
64663bc8c0,2
f566a7cbc6,3
1083eaa92a,4
a2d7f0563a,0
b81a8fc72e,1
bdf72c90ad,2
aaffa385df,3
c6ed46bb39,4
8d8b3c36cd,0
bed4e13a4b,1
13351e9bc6,2
09ce1453ea,3
af71ca4ab3,4
3fb7ca35c9,0
748f8f4106,1
99c504fd40,2
ee5e9e4570,3
43287380d3,4
4ebed82264,0
153558a258,1
78b42298ab,2
50cb6ae8b3,3
d9443d6374,4
271b964887,0
c35a01102a,1
ea1332b03d,2
ce5b9c1de1,3
d3c0ed351b,4
0b59f5ec03,0
34dba0581e,1
e327e9714d,2
cd2046479c,3
7488e076ca,4
5fa15f3d6e,0
d1a903690d,1
4d3e7f3eb4,2
7cdc6291db,3
6e634a6fd2,4
fb91f7bd64,0
cc383f3d4d,1
6c36352343,2
d553d1a918,3
175c9c9e62,4
28abb87539,0
3660856523,1
ed4d01e60b,2
f1633d5b80,3
8ffef526e0,4
c79d168bdc,0
6a105e7555,1
4dc26b1265,2
4757068b17,3
6348c487a4,4
61f1a55dbf,0
5701bbfe46,1
2f91b6f34d,2
7815ce431a,3
0203970177,4
919f18579b,0
a7181efc6d,1
ed01a305c2,2
31a78326c8,3
0914ccfb51,4
1fbc472829,0
a45a69e464,1
d30ad7d936,2
2b1bc39770,3
6e3a815b3e,4
b3a5061e67,0
932ec40ab4,1
3577258d6b,2
7f6d43202d,3
4885a860a1,4
d567492570,0
f1e4acdd7b,1
6b387438d4,2
55371c6ef2,3
3e95d4417b,4
05d9351a35,0
1c78d88cb8,1
273f74fadf,2
93353de86c,3
53d4c8a52c,4
0e36eb125b,0
9b7ade011b,1
91062f1f24,2
1d6e08ee8d,3
9fdb6afc56,4
226c8cb7ea,0
ec2fb1a42b,1
b355ed119c,2
591a9a0aa6,3
5e01df0d66,4
cafb1294ae,0
312c4ce754,1
4b4b7e4655,2
cabe5c94b2,3
97e8949284,4
3496c1d5b3,0
0b2fbd6e26,1
4a0490244b,2
b4cc869bd0,3
d9299579aa,4
d63778e374,0
90c214f1e5,1
af34547bf2,2
11a9828601,3
462a384a2b,4
f59821d067,0
76fba60faa,1
fca9339160,2
5454e63aaf,3
e7eeb87ebe,4
895271788a,0
7c4a4add03,1
ceeaafc4fc,2
d4f2ed2ce2,3
4bc87727b5,4
0ded804d83,0
eb86b8c715,1
06e009a7a4,2
c8682f2387,3
bb5953d161,4
ebd1c80849,0
7c640919a2,1
135bbbeafe,2
64ee4cf22b,3
5dd42247a1,4
11dce96954,0
9ef9b40de2,1
5c97dd7b21,2
79b39472b7,3
ada8a36dff,4
2d6c9ecb08,0
530f6e4597,1
54a5842258,2
16d12d560d,3
512d7e9115,4
b3075bc7c0,0
ab647410b9,1
44d28db2dc,2
f01ac1723f,3
5d83036e50,4
4ac19fb269,0
2aa93d33e9,1
94759a6603,2
4e98c975bd,3
a826a7a9a4,4
4bd876a71c,0
0091fb2dab,1
c307912941,2
c5f3085b12,3
8ed7bbe728,4
0f13aea58f,0
28948eeb9c,1
efec1f093e,2
e86524fcbc,3
1bfba17615,4
19d0384e1f,0
e6c62abf69,1
69ad43554c,2
7a67a57455,3
11a14b9fcd,4
f9f0be34b7,0
60ed5847a1,1
fa87eb3962,2
8a48b37b4e,3
8077c06f68,4
08f3346b8a,0
afc996abf3,1
24c2ef0b97,2
310efcec18,3
4a23ca32fa,4
c4a1a78146,0
9819277faa,1
db2552b1e8,2
0532916483,3
4bcefa3819,4
341da65aac,0
85f4838aec,1
5e3c2aa2bb,2
1ee0d5b4d0,3
64ac969cac,4
9d9232634b,0
44d745a704,1
70779a50f1,2
ac26936da7,3
0320c3c633,4
0762de37c3,0
5c8f7b5ec8,1
3003a4c4c8,2
655358d4c6,3
5a4f3cfa85,4
73d3d08aff,0
084cb5f737,1
64c27a1dba,2
5b40470a20,3
2ce7a9e81b,4
72fe314276,0
dbf16358a4,1
569f85c4ce,2
e076188a6c,3
51902003d8,4
390a558cbb,0
c17cc9f45c,1
d9d49a1831,2
f625984494,3
7585d90354,4
e849a8a057,0
d8fa1cbf13,1
c7f37af819,2
f76ac8de40,3
05be526826,4
368fff8ff3,0
94857fe622,1
c6612326fa,2
4708fce9cb,3
8fa7391a85,4
3825eb8722,0
152abce000,1
74361fb662,2
812492066c,3
0ce8a6ae62,4
4cec6bf0aa,0
5e95137d5f,1
baca775a49,2
9ddf722913,3
0981026c4f,4
4eacd42b51,0
d06d2ba008,1
4d9b845652,2
fdad2f99d8,3
3d339265c4,4
b3f6affa39,0
555397b192,1
25e4b6fd77,2
fed6020461,3
c9c7cd6fa4,4
8d35b213a9,0
6b2ee6c253,1
256573c99f,2
ba9906abb1,3
10c0624432,4
9d7815c64e,0
a6753a46ff,1
ce14d335bf,2
776d73a00d,3
090f67b75d,4
b833a115ee,0
9834bd4034,1
9e45e84bac,2
22fe529e57,3
52a0f74bfe,4
b91af03eda,0
a984e630ab,1
5d600057f5,2
df46b3c036,3
d2066b2414,4
57063e912c,0
fea5f19d76,1
a04349cfc4,2
a609f4096e,3
8e900e1e4f,4
10cbd21919,0
4e22f17d32,1
6636021b35,2
26808abb2d,3
d648667e46,4
5dc3703d30,0
04306197e8,1
d6ec32a8b3,2
269bd08c22,3
c4a70f7cba,4
caee58b3ea,0
ca6f8f16a1,1
6445eace2c,2
9f024839e6,3
78e40a6459,4
e58d16b268,0
eda8637a53,1
4b522e501e,2
288afaadba,3
bfb0e22b53,4
37e8fbecdc,0
c9a87ab2ab,1
ee8721cc58,2
796a06dd45,3
7588e9645a,4
8c4f5c8935,0
8e429ed84f,1
7716aa7b58,2
400f822d93,3
94dc4409ce,4
0bbbd7b589,0
7bf748aa2b,1
604e99b0c6,2
f86b6b05b6,3
561fa940ab,4
1180277e3f,0
85296701e6,1
97c42503fb,2
d00d1ea52b,3
89340d64ab,4
64d5d795ee,0
c2ff775372,1
5f3bc00104,2
8fb68e99e8,3
9156a46309,4
41df6abd8b,0
65fe1a0efc,1
8f22918dcf,2
923afac48b,3
b57b8d5c7e,4
2af94f9c4c,0
b344da6616,1
ad7e806892,2
458a05615e,3
2c45b152f1,4
0712535c2b,0
c9f2c6ab45,1
b8fcc32f11,2
86b69c8d0f,3
a3c332fe5a,4
0f734266ca,0
fcbe9ea985,1
b45dd34dfb,2
0da0088115,3
86cd09d1e5,4
88ef84acb9,0
7d65bb33ed,1
d5b2e07776,2
ca4e3b12aa,3
5466ce802a,4
9a81355819,0
5ce554e890,1
77cd801900,2
43d4e67fed,3
28553d5d42,4
ead08fb62d,0
bd4f797d33,1
a1593593f2,2
e4eb890966,3
d50c9d0919,4
da1081e0ab,0
aa0846111a,1
3004f41177,2
16e308dbc3,3
554af0ca10,4
f78fcd6c45,0
165ec2acbb,1
1dec8a70c7,2
4b4b441e64,3
be18a24c49,4
37062e1138,0
e468f76d96,1
b833fdb882,2
d3d5626477,3
7c66d9c0fc,4
243ee3da2d,0
55ce36ea90,1
91c003779c,2
0f7aa746d6,3
7d0c3ea808,4
965b4cffcc,0
954502fb12,1
6ad49a6e14,2
eaf3b0ec78,3
501c68e571,4
9b97dee78e,0
7e713574ed,1
3dc568193f,2
4d640602cc,3
ee55c26bfb,4
ddd80e9d54,0
514a1c19da,1
91d4f1574a,2
a5005ea567,3
c50ba562ef,4
ade2a658ee,0
18758d8f8f,1
7aeebea3bc,2
cf023db098,3
1f7d2d2769,4
d531fa41aa,0
04d92b5a13,1
d3c3988e54,2
5ba2224fff,3
d244dc0b1c,4
756fc7c806,0
76131bdd5f,1
4e6fd7ab9c,2
cda102a81b,3
074a4a918a,4
7a095f0b21,0
d8a4c11479,1
9092dfb9de,2
c858f7fb38,3
51dd15dd1e,4
48b74ccd0e,0
122b429ccd,1
0c9c49e734,2
f38473c1dd,3
2d44cabf72,4
80363d0458,0
b332da5919,1
8e919b610c,2
98bc73660f,3
1389c3bac1,4
258e0261fe,0
22caaba7fa,1
c56524ded9,2
5d6e5fe652,3
15d7c9beab,4
676d53ad70,0
d09f670a22,1
56d39ded7f,2
6721c5356e,3
661a4a99df,4
092d7bc330,0
438443e0d3,1
ce7b81ea3d,2
d14b77170a,3
b43c8c37a1,4
22f1f09e62,0
11b987732e,1
a24080b4a0,2
99ac198170,3
74575644bf,4
f04996aba1,0
da7da78656,1
6edb010212,2
285b9ba056,3
8a394a5c38,4
97dc92d4e2,0
a13ede84dd,1
b116d83f00,2
ed4cb9bcc6,3
e55f192294,4
b7844c89e2,0
ea5c092532,1
d514b10317,2
28f6f52c8f,3
576fc986ce,4
f6e2c5da67,0
2ababa7cf5,1
3790459cd0,2
084cdc19f0,3
6705b7299a,4
9eb54c97be,0
c51176fe44,1
e15d1d1c7d,2
f92e022f08,3
bf6482f963,4
157b2aa3e0,0
93d21b7636,1
399ac12902,2
964f452e73,3
084d3ed9c8,4
f8ff7058b6,0
5677f991b7,1
5e98f349f3,2
15db56acd5,3
817dc95214,4
cb2a2e89d3,0
09fbd62e87,1
7c0447f939,2
cfd2c7ab97,3
02c9416d86,4
18ac7a5b88,0
ee8419c13f,1
21d8a7f563,2
24bb32f0f8,3
c877496b7a,4
b46c37a0a2,0
2bc179b78c,1
740e4ce45d,2
df8caa8bdf,3
1f161001b4,4
51b639314d,0
2b0d71a390,1
e9a6d47f94,2
d800b91a5f,3
8de69c8b40,4
b3b28f26eb,0
9e2e88c82b,1
572870ed39,2
7aa7d78d30,3
3b403b3f01,4
a1196a546e,0
6ceb5f2342,1
d7d3ead58e,2
7b85a10a19,3
556d61cbf4,4
5e29776755,0
dddf779b5a,1
848c3fb0b7,2
9769ec0011,3
07e48a0c94,4
51a98a8f3a,0
1069817f2b,1
5fe9fb5c4e,2
650b1ef686,3
adbee50c8d,4
b16bea9a38,0
39c765b268,1
9c57a7ab91,2
acaae4b72f,3
0350a9e3bd,4
8bd6e290b2,0
aa82830b4f,1
2a9d434aa5,2
3bb4585abc,3
20345ad292,4
0a59145585,0
0eed90b7de,1
0d0a5591c7,2
bd745ad4e4,3
6086dd952b,4
14af3853d2,0
bb63bcb48a,1
4c43b24562,2
26127d74ee,3
a97394e47e,4
f110d1c41f,0
aa1cd9fb71,1
a2a2ec508b,2
802fa1a9f6,3
55b1c3e797,4
3032b4f8fd,0
56377d37d8,1
f869349ffe,2
2fd6740e77,3
449a9e0c51,4
5c2c196072,0
d5d599c225,1
139b327245,2
7651ea8aa4,3
8f90213bc5,4
894b5b40af,0
c6f29dc1a4,1
fe5cefdc72,2
ee230082be,3
f06ef6c8b7,4
2821f70a5a,0
c111da300a,1
f6838859d7,2
58a87efcca,3
3d65b48db5,4
dca83468d2,0
77a38f1df1,1
308bdf2973,2
3db26cb791,3
96b2a2359b,4
78bc946c0e,0
532012ac5a,1
180f0a1854,2
4315656153,3
ffa75fd526,4
6d3bd2f30b,0
a93e3cdc1d,1
bcf6935d08,2
587c839aba,3
05fb522022,4
37dd11b8cb,0
82f50352d2,1
2585d38f47,2
d289692ab8,3
4c99a92c2b,4
8ebceef687,0
a12c152cac,1
f01ab39d6f,2
81d37cb5fd,3
a2b3dffa6f,4
e439ae5e8c,0
bcdf24526e,1
d2f6881bda,2
644dd2c53a,3
b48a0af1f1,4
ccae28c451,0
333dd21431,1
81ab5dc2d6,2
3536b5d252,3
96882dd4fa,4
ff9d2e9ba7,0
e3dca32ca5,1
fe2fafb64f,2
e58a0083f9,3
616ef89f45,4
2bfc5326d4,0
e325b6388c,1
88b412588a,2
0430d7ea49,3
466548defe,4
d37250bba7,0
e02281aad7,1
2d230a0550,2
6af48dfcdd,3
dd07581d02,4
6abe55deaf,0
760eeda87b,1
f0e0e3f933,2
a3b4801717,3
90c2ceb801,4
e735f7b212,0
7877c97e02,1
9ad7e627fa,2
e13bcd6e22,3
fb7a9f15a5,4
c096fab229,0
7bc114d737,1
de5361fe2c,2
d223809084,3
ca84b9e8d4,4
10f24c23af,0
44e0f2c9c7,1
b569096e82,2
eda23a9a24,3
f7b1bd7c8a,4
eba07f1ec1,0
1f96e75dd4,1
51d5142fdd,2
8b65866f57,3
c8bb808990,4
3136a81ab1,0
b0b6a38e0b,1
3863eafbfa,2
f1ad140585,3
750bd2308b,4
79c7b8ff29,0
de59f281db,1
0ff0988d7e,2
b69bf71d8a,3
cfcd55d96c,4
7d51af6ef3,0
4fcfcdafb4,1
144c958fa8,2
b0a1399f41,3
63f93a4213,4
ea5cc18a2d,0
7c96230fcc,1
9f4001d8ea,2
0795655fb6,3
550ab3f639,4
ffd071d826,0
01aa774656,1
f597d72b6d,2
3de0c773e1,3
c955f688f3,4
78728951e6,0
f30c36bf6b,1
4d684d99cc,2
0f81ab5099,3
dd4a11ab43,4
bf1a216ff9,0
5d079b66dc,1
dcca025cc6,2
427387c25b,3
ab2ff73087,4
6b3dd7f999,0
0623c74e99,1
4be0764138,2
13d601c146,3
539c2225d3,4
968c87dbe9,0
ffc7accfe2,1
4fa49ff7f5,2
608567ed23,3
0aebb572f8,4
d1e97641e8,0
f8c1b2b3b1,1
488aa5caa0,2
45a04b7102,3
4c445e5206,4
4efc5efc79,0
6bd0e156a6,1
65d05b81c6,2
1ef0b973fd,3
c834d7e9df,4
4f738a869e,0
b9145d4519,1
b435f169a7,2
294d7c8fa9,3
830f5d9628,4
a344f31c96,0
f839d20b06,1
6d91979be6,2
edf47afe46,3
be5f65573c,4
f96265d40e,0
b5e1371b3b,1
33cb556649,2
324e1c12c4,3
950f33c5f9,4
b32be89c4a,0
cf5dcf33f2,1
a45db71245,2
75b4a808b3,3
381ef9a1af,4
3614095a0e,0
07e73a3201,1
baca1f1596,2
d56050d3ab,3
64c76ea7a3,4
dcf1889cbb,0
676ea2ece0,1
483294d654,2
914945be12,3
833ff7ed7e,4
5dc352fbfc,0
a5c4007b7b,1
a65fa99532,2
792467eff9,3
7c3081a812,4
0839b6cf1a,0
934cd199f2,1
b596f5428a,2
ba3441fabe,3
51df82c979,4
f6b8bf64b4,0
5c70da6c2d,1
1b0eec121b,2
85cbf88c3a,3
205097cbe4,4
49f33f1832,0
189dcac15c,1
72e1a1b225,2
3325f8af22,3
b8dc035a88,4
875d5cbd51,0
93bcc1b466,1
f8121521b6,2
883163a438,3
35ff3457e7,4
e4afc92300,0
0b7b00ebfd,1
fac01da8d0,2
9787ddd96b,3
a3a6c8f3af,4
6a5d2c2738,0
13268e9b59,1
28c9b3239f,2
abcd697bda,3
3a8da5dd51,4
11b4141a6a,0
5fd411e302,1
8d0e4f5ceb,2
c3789dbed6,3
93d3950d7b,4
3c10a71f62,0
5a3ddb7980,1
014df49b3c,2
b5c6caa273,3
9e897a76ea,4
438b4cc6e3,0
dbcfdf17a3,1
964ba742b6,2
8441ee9ffa,3
528cb6678c,4
d22a045c82,0
857c693eed,1
afad34be59,2
d5aaeec7b0,3
4e41f7a5df,4
ca384fdd2f,0
7b596fc561,1
4ec803a4a1,2
6d5bf5fde0,3
aaa30aba1e,4
9d72658a31,0
05ef6e7154,1
0ac4df785f,2
8858cb4648,3
e64711cf41,4
39c3747602,0
ccd4f37dae,1
7616ef548b,2
a0cc846d2f,3
58360538fd,4
b21810165a,0
994217fb87,1
520c426a43,2
ff41dd8a8a,3
d57ab9cd68,4
d4d2ed6bd2,0
d33ac09d91,1
31b1314c62,2
ccd33818b2,3
3245d14eee,4
e01c32c8a9,0
54afef2ccf,1
5d81dbf5ea,2
158765ed16,3
6225d9ec9e,4
6d84c92dd5,0
3edc3edf92,1
19edb31599,2
973b0b920a,3
da4e06f9b5,4
608574722a,0
b5b762cc9e,1
3e6a6c3c9b,2
013259c337,3
3be3f006c8,4
00441f1cf2,0
2f8e4f82fd,1
fa2c779db2,2
64dba827d6,3
d93cea85bb,4
0f9b1dbc3f,0
86096bd26d,1
ed71454d03,2
bceae870ce,3
f72a9df651,4
f6cb4b93e6,0
bf6a587575,1
08a17ff7fb,2
369f8a6f01,3
81c4fb6418,4
a81b4d2453,0
fbcc1b2a37,1
170791a419,2
833a450da1,3
de54842e48,4
5411bfa79c,0
5a5eee5cde,1
bc067b8eff,2
0bfed731a5,3
0aab0afa9c,4
44730f65b0,0
2f4fb95bb7,1
54beb44cac,2
e19a8ccce6,3
aaf148d8c3,4
a5c44e49ba,0
13496d77cf,1
6d975190d4,2
3a5bdd55ef,3
d1c8242b80,4
33bbf6ca95,0
a02d22da7b,1
9175c41a74,2
ff06e0f167,3
b58913573a,4
a734025f26,0
71f0e0759f,1
ff9b7d0d2e,2
fff987cdb3,3
a20f3d52d0,4
4fbda008c7,0
c0e834f392,1
cae26f3214,2
18914f0797,3
d7de9e7fd6,4
207b8f1707,0
94c8aad517,1
6225c596c4,2
58777a8c79,3
b482310066,4
29df15c1ce,0
4031759c78,1
0d2e0095df,2
d8d7a8ab4d,3
ab8f26de28,4
2907c5cca5,0
8e9f2b9b61,1
9cb9185a70,2
35883e7b28,3
96383c7022,4
aedd098370,0
3dc1fea85e,1
a23ce0105e,2
93506ed6e7,3
155de1fbf9,4
c51572a089,0
de15d35ebc,1
d1ab12608e,2
07e08eee37,3
af8fe66d63,4
6f582d4023,0
35fd991255,1
156e64df6b,2
7e37c5b66e,3
ce16b0d0bc,4
8b4306b0b7,0
d98ef8bb13,1
bab30e51b8,2
064b4962e9,3
4e86258646,4
43874376f4,0
3831b3ff1c,1
a5822773db,2
65a338624e,3
3af482b98c,4
b1b8290b61,0
6df9a9d1f5,1
03aa815dd1,2
0d247ee571,3
99e00a4567,4
92b1a7eec7,0
e292577582,1
b813b28cf2,2
11373f4cb8,3
2356ec6570,4
cc859576a3,0
b48d5d0a49,1
41aae07818,2
6c45d80d1e,3
0b9424abbb,4
32968918d9,0
616e0b20ba,1
c7dbcf550d,2
9ec6ead0e2,3
de08c5a3b7,4
3b5368ede9,0
355952537c,1
cbd043c3b0,2
2357cc8231,3
4f02bab289,4
f2bcc24bad,0
2e4b5494c7,1
e904dc08db,2
063cf2a23a,3
feb2c6a00c,4
f8e67987c6,0
b964244dfd,1
afc4844f6a,2
dcee7f62ac,3
7867d98278,4
5f41db0529,0
d4c351a04c,1
870be46a42,2
9eeb6f090f,3
7fbb12b1ac,4
638d8572e9,0
e7c38ef150,1
5a40c4b4a0,2
4f856fc09d,3
8a29fd2ebe,4
53558f2db4,0
0971f6b351,1
c20578d4b6,2
7896674088,3
f0a7b2070d,4
a803fc87d1,0
aa94d14241,1
4e176e4a6d,2
149d9f1a60,3
96aeb8d018,4
dd81358234,0
c9b54f28b2,1
8d28e714e3,2
1ffaab4396,3
98a4f24dcb,4
211fc910da,0
8dbf4c5515,1
7374d22ad8,2
db5ec02b2e,3
ab8f326e09,4
a94450f57e,0
553d2398dd,1
232a5c4634,2
39b6ef3f29,3
8c9df5d510,4
90b8394c22,0
68a8521c79,1
2efa48cd11,2
4ff2b5959b,3
1c37e37fbf,4
4e516a255d,0
fa3575af98,1
4071dd4858,2
07243dbcbf,3
2e1884a536,4
8ba0e5e058,0
d5c8c3579c,1
22dce42e16,2
643c7c5672,3
5b72ebcad6,4
a05ae39815,0
33225bdb83,1
6c9d4e4786,2
78a8a60bde,3
fcf843ab71,4
ca6bdbc405,0
2c0cdab53e,1
9d7600e578,2
30707d81d9,3
17df5aa486,4
8656e9203b,0
7b0f7847a8,1
9522339a9a,2
3cf05e05b7,3
f12d23aac8,4
827bc20b7a,0
c17dd92387,1
6eef02f2b2,2
804fcfaf4b,3
23afbccfb5,4
487e2ad19c,0
1963a9e03a,1
ece547d5f4,2
7cd4898363,3
9b9c0f8eb2,4
1b346bfba2,0
9d57cce77c,1
2bce09096c,2
e2070fdf67,3
a218c04841,4
7c223a0665,0
0a0cc52eca,1
c7ab9848b9,2
929bb32e72,3
013b2d2dd1,4
3c9c8cdc54,0
175ad73f3a,1
fdc28cafdc,2
06decb795c,3
699608ddb7,4
f9d5a850cf,0
36bd172c8d,1
676b7b2d48,2
762b4b27c9,3
03b4f1dc2a,4
c62a370303,0
971775bc8b,1
4992de1835,2
da72305266,3
e3134028ed,4
7fa12eba13,0
876dd03fbb,1
71a5b1da57,2
cb47a30879,3
a9e940dccd,4
4d27ef11d6,0
e45c509f80,1
df8c73e52b,2
a7f7a964f5,3
0ccee86f32,4
1acac10cfe,0
63e32c0cfb,1
0e9d78f14f,2
0532a37194,3
7500f695e6,4
fd2421b895,0
6caca4af05,1
bfac5970fb,2
a248b69897,3
85f4a71954,4
f06a2c2849,0
e585ec8541,1
703cc2cdc7,2
0cbf2fdd4b,3
d4d825fe95,4
7478744236,0
61b42f8f0e,1
a3cfc9ec3a,2
eed279a71a,3
eda924e7dd,4
b985fb0dfe,0
58d7827e0f,1
d2c800e9f5,2
c8a0a0c511,3
7ec64d2b8e,4
45d1bb9fb2,0
1e2ff4572f,1
253ee294d9,2
b9d7e04349,3
929f4f4c47,4
580a66f59a,0
e57d4e9c04,1
45b430d235,2
010c27432a,3
a5805697c1,4
2b6f27a34d,0
2ae425e5a3,1
1ffd2147e1,2
d6b48fc0b9,3
53b4719e8a,4
94d397294b,0
dccd2d9d48,1
df3d72a2d0,2
28df927e87,3
ff89e5e3cd,4
9f07d6a050,0
9a613530e7,1
bcabfde62b,2
8f86c7b6f9,3
ce23065eac,4
b58742de47,0
36b768bfa7,1
ee463d2892,2
1aeaa85dae,3
67dfa4bcf5,4
3a58ed89fe,0
f44be3e2d7,1
f3a13b06bd,2
448427097b,3
dc21186e6b,4
432a77d470,0
10ccf7d9dc,1
c24b739128,2
8dfcdb2b3c,3
2d1846ae12,4
19cc12c7fe,0
64e79513a3,1
9351220cec,2
09923f804b,3
f85d300376,4
745be77eed,0
6ee755c67d,1
c7d1e6fe7b,2
4d630eb6ce,3
24554f2d85,4
c5141ec49f,0
d6ddf45bf5,1
1817464894,2
9267f6cf9c,3
74a5ef33c0,4
ab7bb7a149,0
abe36055e8,1
4ca0c2e20f,2
6591c2f6c8,3
325fe8db2b,4
cb66ce2ae0,0
938ad4fd40,1
8e96420dca,2
15c58c3f7c,3
a340d1d4ab,4
36e6e20bd8,0
8e479eaedd,1
012b7b5cd0,2
ffbbadd3eb,3
7c3a952cf2,4
df8d9625c0,0
59ba060353,1
75acea0c54,2
fbc0199119,3
1d241376fb,4
ec212b3d2d,0
c2a4700caf,1
8ec207d7df,2
44425dc49d,3
e162057e32,4
dd230b84a9,0
e7be02fbab,1
3cbade83c1,2
6de3a6d961,3
352749994a,4
5b2a625adb,0
639e8ffbae,1
1e94d3d832,2
afc56c2c28,3
14a89a1840,4
3b4be071a8,0
76ed70b2e7,1
c7407d87cb,2
56eecd7fc0,3
bbf13ffcbb,4
7845115d01,0
a07c1fd090,1
b788015db8,2
ee12c800ac,3
c7dca52386,4
68186883f1,0
77cf676acc,1
e1e4f6186e,2
9b82ce06a2,3
60fb99942f,4
e8b730fe92,0
f9bb50511b,1
937ea43a65,2
8931ce5d9d,3
034a84a1a9,4
371ee426c2,0
479cb24efb,1
69a3b60b11,2
71ef380e21,3
f385ab1b8a,4
da7c022d60,0
0ab06437bc,1
efd13aa45b,2
57b2f0c86e,3
380e59ba25,4
020b586ddf,0
bd73a889d6,1
919fdc4e34,2
