"","left","right","up","down","id","is_train","is_vertical","mosaic_id","n_images"
"3471","","e83c7943f9","cd09e4859e","3983d723b8","2e69b6eb16",1,1,64,26
"3472","f16842c2d3","919bc0e2ba","2e69b6eb16","","3983d723b8",1,1,64,26
"3473","","426bdcb658","","4963db2e0b","e426261c0a",1,1,64,26
"3474","426bdcb658","f83931131f","","9bde066865","5ae1291c95",1,1,64,26
"3475","5ae1291c95","","","dbaa4c219a","f83931131f",1,1,64,26
"3476","","cd09e4859e","0280deb8ae","","dbf16358a4",1,1,64,26
"3477","","3983d723b8","","","f16842c2d3",1,1,64,26
"3478","82e88d973f","dbaa4c219a","5ae1291c95","4fe184616a","9bde066865",1,1,64,26
"3479","6d55cabc8d","d230bf4a24","9bde066865","ce36e2a0ae","4fe184616a",1,1,64,26
"3480","bf92b48ddf","227476b140","4fe184616a","1d1f8ae141","ce36e2a0ae",1,1,64,26
"3481","cd09e4859e","243ee3da2d","ce36e2a0ae","e83c7943f9","1d1f8ae141",1,1,64,26
"3482","2e69b6eb16","146931dd43","1d1f8ae141","919bc0e2ba","e83c7943f9",1,1,64,26
"3483","3983d723b8","","e83c7943f9","","919bc0e2ba",1,1,64,26
"3484","9bde066865","","f83931131f","d230bf4a24","dbaa4c219a",1,1,64,26
"3485","4fe184616a","","dbaa4c219a","227476b140","d230bf4a24",1,1,64,26
"3486","ce36e2a0ae","","d230bf4a24","243ee3da2d","227476b140",1,1,64,26
"3487","1d1f8ae141","","227476b140","146931dd43","243ee3da2d",1,1,64,26
"3488","e83c7943f9","","243ee3da2d","","146931dd43",1,1,64,26
"3489","","82e88d973f","e426261c0a","1ac1e18079","4963db2e0b",1,1,64,26
"3490","","6d55cabc8d","4963db2e0b","0280deb8ae","1ac1e18079",1,1,64,26
"3491","","bf92b48ddf","1ac1e18079","dbf16358a4","0280deb8ae",1,1,64,26
"3492","960f8991c8","6959af3cc3","a2a012f128","ae46eaaee3","aa36cc5b96",1,1,65,26
"3493","979b3ab248","0aabdb423e","","aa36cc5b96","a2a012f128",1,1,65,26
"3494","2c7f7f93a7","32abaddce7","aa36cc5b96","5dd42247a1","ae46eaaee3",1,1,65,26
"3495","5fe599e1a5","b3e448572a","ae46eaaee3","","5dd42247a1",1,1,65,26
"3496","","d7702122e6","","447e2666f2","9e8723bca5",1,1,65,26
"3497","9e8723bca5","72ff77dcdc","","f83ff82a40","d7702122e6",1,1,65,26
"3498","d7702122e6","979b3ab248","","e082c17bfa","72ff77dcdc",1,1,65,26
"3499","72ff77dcdc","a2a012f128","","960f8991c8","979b3ab248",1,1,65,26
"3500","a2a012f128","764765d9b9","","6959af3cc3","0aabdb423e",1,1,65,26
"3501","0aabdb423e","","","bb66632dea","764765d9b9",1,1,65,26
"3502","72606ea7e2","ae46eaaee3","960f8991c8","5fe599e1a5","2c7f7f93a7",1,1,65,26
"3503","447e2666f2","e082c17bfa","d7702122e6","a5805697c1","f83ff82a40",1,1,65,26
"3504","595023dd24","72606ea7e2","f83ff82a40","5b01ba4ec1","a5805697c1",1,1,65,26
"3505","0a39c86312","a36735c684","a5805697c1","","5b01ba4ec1",1,1,65,26
"3506","aa36cc5b96","bb66632dea","0aabdb423e","32abaddce7","6959af3cc3",1,1,65,26
"3507","ae46eaaee3","","6959af3cc3","b3e448572a","32abaddce7",1,1,65,26
"3508","5dd42247a1","","32abaddce7","","b3e448572a",1,1,65,26
"3509","6959af3cc3","","764765d9b9","","bb66632dea",1,1,65,26
"3510","e082c17bfa","aa36cc5b96","979b3ab248","2c7f7f93a7","960f8991c8",1,1,65,26
"3511","a36735c684","5dd42247a1","2c7f7f93a7","","5fe599e1a5",1,1,65,26
"3512","","f83ff82a40","9e8723bca5","595023dd24","447e2666f2",1,1,65,26
"3513","f83ff82a40","960f8991c8","72ff77dcdc","72606ea7e2","e082c17bfa",1,1,65,26
"3514","","a5805697c1","447e2666f2","0a39c86312","595023dd24",1,1,65,26
"3515","","5b01ba4ec1","595023dd24","","0a39c86312",1,1,65,26
"3516","a5805697c1","2c7f7f93a7","e082c17bfa","a36735c684","72606ea7e2",1,1,65,26
"3517","5b01ba4ec1","5fe599e1a5","72606ea7e2","","a36735c684",1,1,65,26
"3518","8d9b8d724a","","","56357ce74c","253ee294d9",1,0,66,26
"3519","","937d435c0c","","8efd177b4b","fd038e782c",1,0,66,26
"3520","fd038e782c","5fe8923649","","5b807c2235","937d435c0c",1,0,66,26
"3521","937d435c0c","8d9b8d724a","","05af913dbe","5fe8923649",1,0,66,26
"3522","5fe8923649","253ee294d9","","","8d9b8d724a",1,0,66,26
"3523","","","253ee294d9","9d48cf230c","56357ce74c",1,0,66,26
"3524","555397b192","","56357ce74c","af1b38af1e","9d48cf230c",1,0,66,26
"3525","457f80b1c5","","9d48cf230c","","af1b38af1e",1,0,66,26
"3526","8efd177b4b","05af913dbe","937d435c0c","963c696594","5b807c2235",1,0,66,26
"3527","7812fc8116","00bbed5966","5b807c2235","f0ec895f3d","963c696594",1,0,66,26
"3528","4287d43823","4e5a439e1c","963c696594","9d72658a31","f0ec895f3d",1,0,66,26
"3529","83eb3d2cd4","","f0ec895f3d","7815ce431a","9d72658a31",1,0,66,26
"3530","b92dad3725","ef12562fe2","9d72658a31","","7815ce431a",1,0,66,26
"3531","5b807c2235","","5fe8923649","00bbed5966","05af913dbe",1,0,66,26
"3532","963c696594","555397b192","05af913dbe","4e5a439e1c","00bbed5966",1,0,66,26
"3533","f0ec895f3d","457f80b1c5","00bbed5966","","4e5a439e1c",1,0,66,26
"3534","","963c696594","8efd177b4b","4287d43823","7812fc8116",1,0,66,26
"3535","00bbed5966","9d48cf230c","","457f80b1c5","555397b192",1,0,66,26
"3536","","f0ec895f3d","7812fc8116","83eb3d2cd4","4287d43823",1,0,66,26
"3537","4e5a439e1c","af1b38af1e","555397b192","55dbfb0fcd","457f80b1c5",1,0,66,26
"3538","","5b807c2235","fd038e782c","7812fc8116","8efd177b4b",1,0,66,26
"3539","","9d72658a31","4287d43823","b92dad3725","83eb3d2cd4",1,0,66,26
"3540","","7815ce431a","83eb3d2cd4","","b92dad3725",1,0,66,26
"3541","7815ce431a","d13f2aa25a","","","ef12562fe2",1,0,66,26
"3542","ef12562fe2","","55dbfb0fcd","","d13f2aa25a",1,0,66,26
"3543","","","457f80b1c5","d13f2aa25a","55dbfb0fcd",1,0,66,26
"3544","","","c4f145aef7","f97e33f4a0","1afddc8196",1,1,67,26
"3545","","112774ba35","","1afddc8196","c4f145aef7",1,1,67,26
"3546","","3f88795b50","1afddc8196","bdb1c1fcbf","f97e33f4a0",1,1,67,26
"3547","","acad22ecfe","f97e33f4a0","cd5ebe51b6","bdb1c1fcbf",1,1,67,26
"3548","","62aad7556c","bdb1c1fcbf","b67b1a4db4","cd5ebe51b6",1,1,67,26
"3549","","b833a115ee","cd5ebe51b6","11dbf86bab","b67b1a4db4",1,1,67,26
"3550","","61a61114b9","b67b1a4db4","","11dbf86bab",1,1,67,26
"3551","c4f145aef7","d6273a678a","","","112774ba35",1,1,67,26
"3552","112774ba35","b46c37a0a2","","bbb568fb20","d6273a678a",1,1,67,26
"3553","d6273a678a","","","f44be3e2d7","b46c37a0a2",1,1,67,26
"3554","f97e33f4a0","df32c11fe8","","acad22ecfe","3f88795b50",1,1,67,26
"3555","bdb1c1fcbf","19a0c4e9b5","3f88795b50","62aad7556c","acad22ecfe",1,1,67,26
"3556","cd5ebe51b6","1410a2c9af","acad22ecfe","b833a115ee","62aad7556c",1,1,67,26
"3557","62aad7556c","4df895ff96","19a0c4e9b5","eee314138e","1410a2c9af",1,1,67,26
"3558","b67b1a4db4","eee314138e","62aad7556c","61a61114b9","b833a115ee",1,1,67,26
"3559","b833a115ee","a8e26c8317","1410a2c9af","dca68fd494","eee314138e",1,1,67,26
"3560","eee314138e","","4df895ff96","","a8e26c8317",1,1,67,26
"3561","11dbf86bab","dca68fd494","b833a115ee","","61a61114b9",1,1,67,26
"3562","61a61114b9","","eee314138e","","dca68fd494",1,1,67,26
"3563","","f44be3e2d7","d6273a678a","df32c11fe8","bbb568fb20",1,1,67,26
"3564","3f88795b50","236e82dbdd","bbb568fb20","19a0c4e9b5","df32c11fe8",1,1,67,26
"3565","acad22ecfe","2c0cdab53e","df32c11fe8","1410a2c9af","19a0c4e9b5",1,1,67,26
"3566","bbb568fb20","","b46c37a0a2","236e82dbdd","f44be3e2d7",1,1,67,26
"3567","df32c11fe8","","f44be3e2d7","2c0cdab53e","236e82dbdd",1,1,67,26
"3568","19a0c4e9b5","","236e82dbdd","4df895ff96","2c0cdab53e",1,1,67,26
"3569","1410a2c9af","","2c0cdab53e","a8e26c8317","4df895ff96",1,1,67,26
"3570","aa6ca37586","","ffedecc19c","","b1dc23a427",1,1,68,26
"3571","524e500962","","","95d9e303bd","5bfd9e78d0",1,1,68,26
"3572","d8f44271c2","","5bfd9e78d0","ffedecc19c","95d9e303bd",1,1,68,26
"3573","b14f73e81c","","95d9e303bd","b1dc23a427","ffedecc19c",1,1,68,26
"3574","","524e500962","","128f4ccb18","bc056b97fc",1,1,68,26
"3575","bc056b97fc","5bfd9e78d0","","d8f44271c2","524e500962",1,1,68,26
"3576","6e3a11fa65","d8f44271c2","bc056b97fc","11bfb46a23","128f4ccb18",1,1,68,26
"3577","128f4ccb18","95d9e303bd","524e500962","b14f73e81c","d8f44271c2",1,1,68,26
"3578","11bfb46a23","ffedecc19c","d8f44271c2","aa6ca37586","b14f73e81c",1,1,68,26
"3579","a67fe36ac3","b1dc23a427","b14f73e81c","b0a5d211a8","aa6ca37586",1,1,68,26
"3580","ef898b80ea","","aa6ca37586","","b0a5d211a8",1,1,68,26
"3581","7f0825a2f0","aa6ca37586","11bfb46a23","ef898b80ea","a67fe36ac3",1,1,68,26
"3582","baac3469ae","b14f73e81c","128f4ccb18","a67fe36ac3","11bfb46a23",1,1,68,26
"3583","b1be1fa682","b0a5d211a8","a67fe36ac3","","ef898b80ea",1,1,68,26
"3584","","35d30e4e6d","841fe8b503","23ff5127ff","bbb5279a06",1,1,68,26
"3585","bbb5279a06","baac3469ae","6a49954583","bba5226192","35d30e4e6d",1,1,68,26
"3586","35d30e4e6d","11bfb46a23","6e3a11fa65","7f0825a2f0","baac3469ae",1,1,68,26
"3587","","6a49954583","","bbb5279a06","841fe8b503",1,1,68,26
"3588","","bba5226192","bbb5279a06","de0c63338d","23ff5127ff",1,1,68,26
"3589","","1025f1f9f7","23ff5127ff","","de0c63338d",1,1,68,26
"3590","841fe8b503","6e3a11fa65","","35d30e4e6d","6a49954583",1,1,68,26
"3591","23ff5127ff","7f0825a2f0","35d30e4e6d","1025f1f9f7","bba5226192",1,1,68,26
"3592","de0c63338d","b1be1fa682","bba5226192","","1025f1f9f7",1,1,68,26
"3593","6a49954583","128f4ccb18","","baac3469ae","6e3a11fa65",1,1,68,26
"3594","bba5226192","a67fe36ac3","baac3469ae","b1be1fa682","7f0825a2f0",1,1,68,26
"3595","1025f1f9f7","ef898b80ea","7f0825a2f0","","b1be1fa682",1,1,68,26
"3596","2731a8327c","","1d8b53d9df","","026b509cd4",1,0,69,25
"3597","","026b509cd4","541ad9b41a","8440daea2c","2731a8327c",1,0,69,25
"3598","7ce6463bc8","","","e849a8a057","90b1ba3bb5",1,0,69,25
"3599","cafccdcba5","","90b1ba3bb5","39b6ef3f29","e849a8a057",1,0,69,25
"3600","18bbbabadd","","e849a8a057","77cd801900","39b6ef3f29",1,0,69,25
"3601","14db62dde9","","39b6ef3f29","1d8b53d9df","77cd801900",1,0,69,25
"3602","541ad9b41a","","77cd801900","026b509cd4","1d8b53d9df",1,0,69,25
"3603","d809054e30","90b1ba3bb5","","cafccdcba5","7ce6463bc8",1,0,69,25
"3604","353bca9171","e849a8a057","7ce6463bc8","18bbbabadd","cafccdcba5",1,0,69,25
"3605","a710b672de","39b6ef3f29","cafccdcba5","14db62dde9","18bbbabadd",1,0,69,25
"3606","564f4cc077","77cd801900","18bbbabadd","541ad9b41a","14db62dde9",1,0,69,25
"3607","67500eb66d","1d8b53d9df","14db62dde9","2731a8327c","541ad9b41a",1,0,69,25
"3608","61d395dbd4","","2731a8327c","","8440daea2c",1,0,69,25
"3609","","d809054e30","","2ce7a9e81b","4d137bd91d",1,0,69,25
"3610","4d137bd91d","7ce6463bc8","","353bca9171","d809054e30",1,0,69,25
"3611","","353bca9171","4d137bd91d","","2ce7a9e81b",1,0,69,25
"3612","2ce7a9e81b","cafccdcba5","d809054e30","a710b672de","353bca9171",1,0,69,25
"3613","","18bbbabadd","353bca9171","564f4cc077","a710b672de",1,0,69,25
"3614","","564f4cc077","","02a73b97e5","bc6c1c7006",1,0,69,25
"3615","bc6c1c7006","14db62dde9","a710b672de","67500eb66d","564f4cc077",1,0,69,25
"3616","","67500eb66d","bc6c1c7006","5f28c579a7","02a73b97e5",1,0,69,25
"3617","02a73b97e5","541ad9b41a","564f4cc077","","67500eb66d",1,0,69,25
"3618","","61d395dbd4","5f28c579a7","","f20201155b",1,0,69,25
"3619","f20201155b","8440daea2c","","","61d395dbd4",1,0,69,25
"3620","","","02a73b97e5","f20201155b","5f28c579a7",1,0,69,25
"3621","7680c9b7fe","aae8971d6e","","","6f0c88962b",1,0,70,25
"3622","","556d61cbf4","","","fd82a91d3b",1,0,70,25
"3623","fd82a91d3b","58bf5a0052","","","556d61cbf4",1,0,70,25
"3624","556d61cbf4","7680c9b7fe","","","58bf5a0052",1,0,70,25
"3625","58bf5a0052","6f0c88962b","","","7680c9b7fe",1,0,70,25
"3626","6f0c88962b","a3982b9d36","","e97a3e5acc","aae8971d6e",1,0,70,25
"3627","aae8971d6e","30cc3d3982","","93be99ac1f","a3982b9d36",1,0,70,25
"3628","a3982b9d36","fb8da7b005","","7f99abfc11","30cc3d3982",1,0,70,25
"3629","30cc3d3982","","","43ec939286","fb8da7b005",1,0,70,25
"3630","","93be99ac1f","aae8971d6e","ee9a5d2cf8","e97a3e5acc",1,0,70,25
"3631","","3175807e68","e97a3e5acc","1d40181f56","ee9a5d2cf8",1,0,70,25
"3632","","a7c93f1649","ee9a5d2cf8","80f930d541","1d40181f56",1,0,70,25
"3633","44cf29d695","","1d40181f56","","80f930d541",1,0,70,25
"3634","e97a3e5acc","7f99abfc11","a3982b9d36","3175807e68","93be99ac1f",1,0,70,25
"3635","ee9a5d2cf8","f2b0f2cc91","93be99ac1f","a7c93f1649","3175807e68",1,0,70,25
"3636","1d40181f56","d39077b54d","3175807e68","","a7c93f1649",1,0,70,25
"3637","93be99ac1f","43ec939286","30cc3d3982","f2b0f2cc91","7f99abfc11",1,0,70,25
"3638","3175807e68","8d21f488a5","7f99abfc11","d39077b54d","f2b0f2cc91",1,0,70,25
"3639","a7c93f1649","d83fe9fa7a","f2b0f2cc91","6b4b989279","d39077b54d",1,0,70,25
"3640","","b2fbaf80d5","d39077b54d","","6b4b989279",1,0,70,25
"3641","","80f930d541","","","44cf29d695",1,0,70,25
"3642","7f99abfc11","","fb8da7b005","8d21f488a5","43ec939286",1,0,70,25
"3643","f2b0f2cc91","","43ec939286","d83fe9fa7a","8d21f488a5",1,0,70,25
"3644","d39077b54d","","8d21f488a5","b2fbaf80d5","d83fe9fa7a",1,0,70,25
"3645","6b4b989279","","d83fe9fa7a","","b2fbaf80d5",1,0,70,25
"3646","a7e5a56e0f","","cec3aace1e","d5dec361aa","52667992f8",1,1,71,24
"3647","","a7e5a56e0f","943df308b6","1fdd703c81","348f475161",1,1,71,24
"3648","348f475161","52667992f8","91eccaa550","","a7e5a56e0f",1,1,71,24
"3649","","","","cc132b53ec","73f4759351",1,1,71,24
"3650","","","73f4759351","cec3aace1e","cc132b53ec",1,1,71,24
"3651","91eccaa550","","cc132b53ec","52667992f8","cec3aace1e",1,1,71,24
"3652","","4f633e2d63","52667992f8","c98dfd50ba","d5dec361aa",1,1,71,24
"3653","43f9b2d59b","ea2d80c951","d5dec361aa","","c98dfd50ba",1,1,71,24
"3654","","","","943df308b6","a25e9e12a7",1,1,71,24
"3655","","91eccaa550","a25e9e12a7","348f475161","943df308b6",1,1,71,24
"3656","","","348f475161","35452780b5","1fdd703c81",1,1,71,24
"3657","","43f9b2d59b","1fdd703c81","","35452780b5",1,1,71,24
"3658","943df308b6","cec3aace1e","","a7e5a56e0f","91eccaa550",1,1,71,24
"3659","35452780b5","c98dfd50ba","","","43f9b2d59b",1,1,71,24
"3660","c98dfd50ba","fefe01ac32","4f633e2d63","","ea2d80c951",1,1,71,24
"3661","ea2d80c951","62c998cc72","c8598ec93b","","fefe01ac32",1,1,71,24
"3662","fefe01ac32","","3984ed8d4e","","62c998cc72",1,1,71,24
"3663","d5dec361aa","c8598ec93b","","ea2d80c951","4f633e2d63",1,1,71,24
"3664","4f633e2d63","3984ed8d4e","","fefe01ac32","c8598ec93b",1,1,71,24
"3665","","","","c5c0d14356","7e78a47cee",1,1,71,24
"3666","","","7e78a47cee","fa69566591","c5c0d14356",1,1,71,24
"3667","","","c5c0d14356","24c04f56a2","fa69566591",1,1,71,24
"3668","","","fa69566591","3984ed8d4e","24c04f56a2",1,1,71,24
"3669","c8598ec93b","","24c04f56a2","62c998cc72","3984ed8d4e",1,1,71,24
"3670","f2b5d8aa8a","e2112cdbb0","6813cd8a9a","","71c0fd5516",1,0,72,24
"3671","","71c0fd5516","044d6800ff","","f2b5d8aa8a",1,0,72,24
"3672","71c0fd5516","27f6632fd1","f5e72111d0","","e2112cdbb0",1,0,72,24
"3673","e2112cdbb0","e1f32ca8c1","2010b17cf6","","27f6632fd1",1,0,72,24
"3674","27f6632fd1","b33e244157","4eceea0d2a","","e1f32ca8c1",1,0,72,24
"3675","e1f32ca8c1","1b5a148cd3","9950526250","","b33e244157",1,0,72,24
"3676","b33e244157","b7bdbc58cd","6592d5e7fe","","1b5a148cd3",1,0,72,24
"3677","1b5a148cd3","","bde4f58ca3","","b7bdbc58cd",1,0,72,24
"3678","3f2865df45","9c1a87e7fa","","6813cd8a9a","f646560aa9",1,0,72,24
"3679","044d6800ff","f5e72111d0","f646560aa9","71c0fd5516","6813cd8a9a",1,0,72,24
"3680","","f646560aa9","","044d6800ff","3f2865df45",1,0,72,24
"3681","","6813cd8a9a","3f2865df45","f2b5d8aa8a","044d6800ff",1,0,72,24
"3682","f646560aa9","a17be3fe58","","f5e72111d0","9c1a87e7fa",1,0,72,24
"3683","6813cd8a9a","2010b17cf6","9c1a87e7fa","e2112cdbb0","f5e72111d0",1,0,72,24
"3684","9c1a87e7fa","3bceaa0303","","2010b17cf6","a17be3fe58",1,0,72,24
"3685","f5e72111d0","4eceea0d2a","a17be3fe58","27f6632fd1","2010b17cf6",1,0,72,24
"3686","a17be3fe58","9694a662dc","","4eceea0d2a","3bceaa0303",1,0,72,24
"3687","2010b17cf6","9950526250","3bceaa0303","e1f32ca8c1","4eceea0d2a",1,0,72,24
"3688","4eceea0d2a","6592d5e7fe","9694a662dc","b33e244157","9950526250",1,0,72,24
"3689","9694a662dc","3fde792ba8","","6592d5e7fe","2425501bf4",1,0,72,24
"3690","9950526250","bde4f58ca3","2425501bf4","1b5a148cd3","6592d5e7fe",1,0,72,24
"3691","2425501bf4","","","bde4f58ca3","3fde792ba8",1,0,72,24
"3692","6592d5e7fe","","3fde792ba8","b7bdbc58cd","bde4f58ca3",1,0,72,24
"3693","3bceaa0303","2425501bf4","","9950526250","9694a662dc",1,0,72,24
"3694","acba470146","","bd2a2c0b16","","58135d5189",1,0,73,23
"3695","9eb7f34982","","","43c323e221","a8a8e4949b",1,0,73,23
"3696","8d73c4f678","","a8a8e4949b","c91a6405a5","43c323e221",1,0,73,23
"3697","35e9810619","","43c323e221","ae2e378908","c91a6405a5",1,0,73,23
"3698","35499d9dd6","","c91a6405a5","bc0ecdfd52","ae2e378908",1,0,73,23
"3699","71ed7325d3","","ae2e378908","bd2a2c0b16","bc0ecdfd52",1,0,73,23
"3700","c2bcde700c","","bc0ecdfd52","58135d5189","bd2a2c0b16",1,0,73,23
"3701","","a8a8e4949b","","8d73c4f678","9eb7f34982",1,0,73,23
"3702","","ae2e378908","35e9810619","71ed7325d3","35499d9dd6",1,0,73,23
"3703","","43c323e221","9eb7f34982","35e9810619","8d73c4f678",1,0,73,23
"3704","","c91a6405a5","8d73c4f678","35499d9dd6","35e9810619",1,0,73,23
"3705","707da802b9","bc0ecdfd52","35499d9dd6","c2bcde700c","71ed7325d3",1,0,73,23
"3706","6b74af57ef","bd2a2c0b16","71ed7325d3","acba470146","c2bcde700c",1,0,73,23
"3707","540c5a8294","58135d5189","c2bcde700c","","acba470146",1,0,73,23
"3708","","540c5a8294","03a98b53cc","","80ae0d1b54",1,0,73,23
"3709","80ae0d1b54","acba470146","6b74af57ef","","540c5a8294",1,0,73,23
"3710","","","","699924356a","3d653d9577",1,0,73,23
"3711","","","3d653d9577","de5a329823","699924356a",1,0,73,23
"3712","","","699924356a","27ec51c877","de5a329823",1,0,73,23
"3713","","707da802b9","de5a329823","03a98b53cc","27ec51c877",1,0,73,23
"3714","","6b74af57ef","27ec51c877","80ae0d1b54","03a98b53cc",1,0,73,23
"3715","27ec51c877","71ed7325d3","","6b74af57ef","707da802b9",1,0,73,23
"3716","03a98b53cc","c2bcde700c","707da802b9","540c5a8294","6b74af57ef",1,0,73,23
"3717","a05a91dc20","b0a3baf70e","32a571418e","c76d853d5b","d3fdfb9e8f",1,0,74,23
"3718","","a05a91dc20","2da8da57e1","d2d97caad6","19a46e881a",1,0,74,23
"3719","19a46e881a","d3fdfb9e8f","0f9ef8df38","85703ee290","a05a91dc20",1,0,74,23
"3720","d3fdfb9e8f","","c1d9f5d8d1","","b0a3baf70e",1,0,74,23
"3721","8850d1e9ef","7c8b940bba","","6c50e0b05e","35d93d979c",1,0,74,23
"3722","8c139b7d3a","29a4296e74","35d93d979c","32a571418e","6c50e0b05e",1,0,74,23
"3723","0f9ef8df38","c1d9f5d8d1","6c50e0b05e","d3fdfb9e8f","32a571418e",1,0,74,23
"3724","85703ee290","","d3fdfb9e8f","4da9fb1be9","c76d853d5b",1,0,74,23
"3725","ca2e414e83","e1d4493539","c76d853d5b","","4da9fb1be9",1,0,74,23
"3726","","8c139b7d3a","c2eed8269f","2da8da57e1","cff4eaf93f",1,0,74,23
"3727","","0f9ef8df38","cff4eaf93f","19a46e881a","2da8da57e1",1,0,74,23
"3728","","85703ee290","19a46e881a","61138805e1","d2d97caad6",1,0,74,23
"3729","","ca2e414e83","d2d97caad6","","61138805e1",1,0,74,23
"3730","cff4eaf93f","6c50e0b05e","8850d1e9ef","0f9ef8df38","8c139b7d3a",1,0,74,23
"3731","2da8da57e1","32a571418e","8c139b7d3a","a05a91dc20","0f9ef8df38",1,0,74,23
"3732","d2d97caad6","c76d853d5b","a05a91dc20","ca2e414e83","85703ee290",1,0,74,23
"3733","61138805e1","4da9fb1be9","85703ee290","","ca2e414e83",1,0,74,23
"3734","6c50e0b05e","","7c8b940bba","c1d9f5d8d1","29a4296e74",1,0,74,23
"3735","32a571418e","","29a4296e74","b0a3baf70e","c1d9f5d8d1",1,0,74,23
"3736","","8850d1e9ef","","cff4eaf93f","c2eed8269f",1,0,74,23
"3737","c2eed8269f","35d93d979c","","8c139b7d3a","8850d1e9ef",1,0,74,23
"3738","35d93d979c","","","29a4296e74","7c8b940bba",1,0,74,23
"3739","4da9fb1be9","","","","e1d4493539",1,0,74,23
"3740","173b15430f","","","65e9989c7b","56810440c4",1,1,75,23
"3741","d9a52dc263","","56810440c4","","65e9989c7b",1,1,75,23
"3742","a9b4214b92","d9a52dc263","eaef4c3a5a","","98d115e32d",1,1,75,23
"3743","98d115e32d","65e9989c7b","173b15430f","","d9a52dc263",1,1,75,23
"3744","143eefe05a","97b2dbc36f","","2e1884a536","7910783120",1,1,75,23
"3745","d3c27f59da","51d27e732b","7910783120","787813e948","2e1884a536",1,1,75,23
"3746","8bcdfdb737","f94f8cce10","2e1884a536","d2a65f4435","787813e948",1,1,75,23
"3747","f507d4f122","15f7a047c7","787813e948","eaef4c3a5a","d2a65f4435",1,1,75,23
"3748","8a3932d6f7","173b15430f","d2a65f4435","98d115e32d","eaef4c3a5a",1,1,75,23
"3749","7910783120","9134be08ab","","51d27e732b","97b2dbc36f",1,1,75,23
"3750","2e1884a536","6aa4963e22","97b2dbc36f","f94f8cce10","51d27e732b",1,1,75,23
"3751","787813e948","","51d27e732b","15f7a047c7","f94f8cce10",1,1,75,23
"3752","d2a65f4435","","f94f8cce10","173b15430f","15f7a047c7",1,1,75,23
"3753","eaef4c3a5a","56810440c4","15f7a047c7","d9a52dc263","173b15430f",1,1,75,23
"3754","","7910783120","","d3c27f59da","143eefe05a",1,1,75,23
"3755","","2e1884a536","143eefe05a","8bcdfdb737","d3c27f59da",1,1,75,23
"3756","51d27e732b","","9134be08ab","","6aa4963e22",1,1,75,23
"3757","","787813e948","d3c27f59da","f507d4f122","8bcdfdb737",1,1,75,23
"3758","","d2a65f4435","8bcdfdb737","8a3932d6f7","f507d4f122",1,1,75,23
"3759","","eaef4c3a5a","f507d4f122","a9b4214b92","8a3932d6f7",1,1,75,23
"3760","","98d115e32d","8a3932d6f7","","a9b4214b92",1,1,75,23
"3761","","","","9134be08ab","9e60534bef",1,1,75,23
"3762","97b2dbc36f","","9e60534bef","6aa4963e22","9134be08ab",1,1,75,23
"3763","d9d82b7c5a","6c4568e51c","","1b9d714ef4","71a5b1da57",1,1,76,23
"3764","","71a5b1da57","","4d0d7b3b8c","d9d82b7c5a",1,1,76,23
"3765","4d0d7b3b8c","a1f51211b1","71a5b1da57","e6d955fffa","1b9d714ef4",1,1,76,23
"3766","b720639d3d","cc924f5758","1b9d714ef4","b90c03ccdb","e6d955fffa",1,1,76,23
"3767","afc76fb439","","e6d955fffa","50bc1a2eb4","b90c03ccdb",1,1,76,23
"3768","d78179dc1c","9fd1beec08","b90c03ccdb","5c18909f08","50bc1a2eb4",1,1,76,23
"3769","3f44516dda","8fc42d8cc9","50bc1a2eb4","","5c18909f08",1,1,76,23
"3770","","1b9d714ef4","d9d82b7c5a","b720639d3d","4d0d7b3b8c",1,1,76,23
"3771","","e6d955fffa","4d0d7b3b8c","afc76fb439","b720639d3d",1,1,76,23
"3772","","b90c03ccdb","b720639d3d","d78179dc1c","afc76fb439",1,1,76,23
"3773","","50bc1a2eb4","afc76fb439","3f44516dda","d78179dc1c",1,1,76,23
"3774","","5c18909f08","d78179dc1c","","3f44516dda",1,1,76,23
"3775","1b9d714ef4","4079c73376","6c4568e51c","cc924f5758","a1f51211b1",1,1,76,23
"3776","e6d955fffa","2637e17579","a1f51211b1","","cc924f5758",1,1,76,23
"3777","cc924f5758","","4079c73376","babf9dfe9a","2637e17579",1,1,76,23
"3778","50bc1a2eb4","b20f6fc0eb","","8fc42d8cc9","9fd1beec08",1,1,76,23
"3779","5c18909f08","87d94a1264","9fd1beec08","","8fc42d8cc9",1,1,76,23
"3780","71a5b1da57","985bcaf46f","","a1f51211b1","6c4568e51c",1,1,76,23
"3781","6c4568e51c","","","4079c73376","985bcaf46f",1,1,76,23
"3782","a1f51211b1","","985bcaf46f","2637e17579","4079c73376",1,1,76,23
"3783","","","2637e17579","b20f6fc0eb","babf9dfe9a",1,1,76,23
"3784","9fd1beec08","","babf9dfe9a","87d94a1264","b20f6fc0eb",1,1,76,23
"3785","8fc42d8cc9","","b20f6fc0eb","","87d94a1264",1,1,76,23
"3786","44257c5138","97ea7698b8","","f12a8f2716","4766b51055",1,1,77,22
"3787","","6040cbf086","","","dec2ad9eb2",1,1,77,22
"3788","dec2ad9eb2","44257c5138","","eb48070e3e","6040cbf086",1,1,77,22
"3789","6040cbf086","4766b51055","","cb7cd324a5","44257c5138",1,1,77,22
